Year,Gender,Class,Event,Rank,Athlete,School,Mark
2015,Boys,Class 2,400 Meter Dash,6,Brandon Phillips,Cornwall College,53.05
2015,Boys,Class 2,400 Meter Dash,7,Samuel Smith,Herbert Morrison,55.72
2015,Boys,Class 2,400 Meter Dash,8,Maurice Thompson,Papine High,55.91
2015,Boys,Class 2,400 Meter Dash,1,Leonardo Ledgister,St. Elizabeth Technical High,49.67
2015,Boys,Class 2,400 Meter Dash,2,Ricardo Henry,Bellefield High,51.45
2015,Boys,Class 2,400 Meter Dash,3,Devontae Daley,Troy High,51.53
2015,Boys,Class 2,400 Meter Dash,4,David Mattis,Mona High,55.31
2015,Boys,Class 2,400 Meter Dash,5,Taffari Edwards,Foga Road High,55.50
2015,Boys,Class 2,400 Meter Dash,--,Paul Henry,Gaynstead High School,DQ
2015,Boys,Class 2,400 Meter Dash,1,Romel Plummer,Munro College,49.78
2015,Boys,Class 2,400 Meter Dash,2,Phillip Lemonious,Jamaica College,50.11
2015,Boys,Class 2,400 Meter Dash,3,Sean Wilson,Wolmer's,51.23
2015,Boys,Class 2,400 Meter Dash,4,Amechie Allen,Greater Portmore,51.50
2015,Boys,Class 2,400 Meter Dash,5,Gareth Robinson,Fair Prospect,53.93
2015,Boys,Class 2,400 Meter Dash,6,Devondre Armstrong,Cedric Titus,54.17
2015,Boys,Class 2,400 Meter Dash,7,Courtney Lecky,Donald Quarrie High,55.99
2015,Boys,Class 2,400 Meter Dash,1,Travis Williams,Gaynstead High School,49.92
2015,Boys,Class 2,400 Meter Dash,2,Maleik Smith,Jamaica College,50.43
2015,Boys,Class 2,400 Meter Dash,3,Andre Foster,Mile Gully High,52.28
2015,Boys,Class 2,400 Meter Dash,4,Sean Kalawan,Petersfield High,52.91
2015,Boys,Class 2,400 Meter Dash,5,Thomas Shavoy,Claude McKay High,55.58
2015,Boys,Class 2,400 Meter Dash,6,Nathan Johnson,Spaldings High,57.18
2015,Boys,Class 2,400 Meter Dash,7,Tarique Pinnock,Tarrant High School,57.38
2015,Boys,Class 2,400 Meter Dash,--,Shakquor Thompson,Vauxhall High,DQ
2015,Boys,Class 2,400 Meter Dash,1,Tyreke Bryan,Kingston College,49.63
2015,Boys,Class 2,400 Meter Dash,2,Malik Smith,Bridgeport High,50.05
2015,Boys,Class 2,400 Meter Dash,3,Rasheed Fasanya,St. George's College,51.44
2015,Boys,Class 2,400 Meter Dash,4,Joseph Mckenzie,Denbigh High,51.62
2015,Boys,Class 2,400 Meter Dash,5,Dean Brown,Glenmuir High,53.18
2015,Boys,Class 2,400 Meter Dash,6,Micah Brown,Meadowbrook High,53.42
2015,Boys,Class 2,400 Meter Dash,7,Akeem Daley,Dinthill Technical High,53.48
2015,Boys,Class 2,400 Meter Dash,8,Peter Laing,Tacius Golding High,53.67
2015,Boys,Class 3,400 Meter Dash,1,Tajay Broomfield,Holmwood Technical High,51.92
2015,Boys,Class 3,400 Meter Dash,2,Roshaun Rowe,Kingston College,52.56
2015,Boys,Class 3,400 Meter Dash,3,Omari Geddes,St. Mary High,53.19
2015,Boys,Class 3,400 Meter Dash,4,David Edmondson,Wolmer's,53.33
2015,Boys,Class 3,400 Meter Dash,5,Everton Dennis,Jamaica College,54.35
2015,Boys,Class 3,400 Meter Dash,6,Odain Sommerville,Meadowbrook High,54.87
2015,Boys,Class 3,400 Meter Dash,7,Daniel Binns,Herbert Morrison,56.25
2015,Boys,Class 3,400 Meter Dash,1,Evaldo Whitehorne,Calabar High School,51.95
2015,Boys,Class 3,400 Meter Dash,2,Antonio Watson,Petersfield High,52.37
2015,Boys,Class 3,400 Meter Dash,3,Shemar Patterson,Cornwall College,52.54
2015,Boys,Class 3,400 Meter Dash,4,Shanthamoi Brown,Kingston College,52.84
2015,Boys,Class 3,400 Meter Dash,5,Nicardo Bruce,Claude McKay High,54.01
2015,Boys,Class 3,400 Meter Dash,6,Jason Guthrie,Hydel Group of Schools,54.65
2015,Boys,Class 3,400 Meter Dash,7,Jevauni Mcintosh,Rusea's High,56.01
2015,Boys,Class 3,400 Meter Dash,1,Kwani Edwards,Ocho Rios High,52.08
2015,Boys,Class 3,400 Meter Dash,2,Rajay Lawrence,Manchester High,53.04
2015,Boys,Class 3,400 Meter Dash,3,Trevoy Williams,Irwin High,53.90
2015,Boys,Class 3,400 Meter Dash,4,Eleon Wright,Jamaica College,54.09
2015,Boys,Class 3,400 Meter Dash,5,Dwayne Williams,Holmwood Technical High,54.87
2015,Boys,Class 3,400 Meter Dash,6,Javon Roach,Lacovia High,55.26
2015,Boys,Class 3,400 Meter Dash,7,Romario Amore,Donald Quarrie High,55.58
2015,Boys,Class 3,400 Meter Dash,1,Tajai Jackson,Calabar High School,51.91
2015,Boys,Class 3,400 Meter Dash,2,Toby Wright,Herbert Morrison,52.90
2015,Boys,Class 3,400 Meter Dash,3,Tevin Thompson,Foga Road High,54.02
2015,Boys,Class 3,400 Meter Dash,4,Oneil Simpson,Munro College,54.10
2015,Boys,Class 3,400 Meter Dash,5,Alex Gilbert,Bellefield High,55.64
2015,Boys,Class 3,400 Meter Dash,6,Richard Spence,Frome Technical High,55.85
2015,Boys,Class 3,400 Meter Dash,7,Malik Thomas,Jonathan Grant High,56.46
2015,Boys,Class 3,400 Meter Dash,8,Taniel Hylton,Irwin High,59.56
2015,Boys,Class 3,400 Meter Dash,1,Raheem Russell,Hydel Group of Schools,52.07
2015,Boys,Class 3,400 Meter Dash,2,Jahari Taylor,Wolmer's,53.25
2015,Boys,Class 3,400 Meter Dash,3,Rosean Bernard,Munro College,53.31
2015,Boys,Class 3,400 Meter Dash,4,Romario Taylor,Petersfield High,53.67
2015,Boys,Class 3,400 Meter Dash,5,Omar Hibbert,Paul Bogle High School,55.06
2015,Boys,Class 3,400 Meter Dash,6,Shevaughn Patterson,York Castle High,56.24
2015,Boys,Class 3,400 Meter Dash,7,Cjay Whyte,Rhodes Hall High,57.44
2015,Boys,Class 3,400 Meter Dash,8,Isaac Scott,St. Jago High,57.49
2015,Boys,Class 1,400 Meter Dash,1,Akeem Bloomfield,Kingston College,48.16
2015,Boys,Class 1,400 Meter Dash,2,Fabian Murry,Munro College,48.33
2015,Boys,Class 1,400 Meter Dash,3,Kemar Chin,Holmwood Technical High,48.39
2015,Boys,Class 1,400 Meter Dash,4,Romaine Wong,Clan Carthy High,50.78
2015,Boys,Class 1,400 Meter Dash,5,Keddar Stanley,Bog Walk High,51.21
2015,Boys,Class 1,400 Meter Dash,6,Raphael Walker,Seaforth High,55.09
2015,Boys,Class 1,400 Meter Dash,1,Twayne Crooks,Kingston College,47.23
2015,Boys,Class 1,400 Meter Dash,2,Caniggia Harriott,Munro College,48.41
2015,Boys,Class 1,400 Meter Dash,3,Delano Thomas,Vauxhall High,49.80
2015,Boys,Class 1,400 Meter Dash,4,Dijon Scott,Lacovia High,50.77
2015,Boys,Class 1,400 Meter Dash,5,Lenroy Brown,Vere Technical High,51.16
2015,Boys,Class 1,400 Meter Dash,6,Bernell Galloway,Kemps Hill High,51.88
2015,Boys,Class 1,400 Meter Dash,7,Raygon Hyatt,Tacky High,53.81
2015,Boys,Class 1,400 Meter Dash,1,Nathon Allen,St. Jago High,48.22
2015,Boys,Class 1,400 Meter Dash,2,Mazinho Barrett,Garvey Maceo High,48.93
2015,Boys,Class 1,400 Meter Dash,3,Julius Lewis,Greater Portmore,49.73
2015,Boys,Class 1,400 Meter Dash,4,Prince Bernard,Little London High,50.17
2015,Boys,Class 1,400 Meter Dash,5,Tyrone Henry,York Castle High,50.97
2015,Boys,Class 1,400 Meter Dash,6,Sanjay Brown,Vauxhall High,51.77
2015,Boys,Class 1,400 Meter Dash,7,Akeem Hurd,Donald Quarrie High,52.32
2015,Boys,Class 1,400 Meter Dash,1,Renado Wilson,Calabar High School,48.20
2015,Boys,Class 1,400 Meter Dash,2,Okeen Williams,St. Elizabeth Technical High,48.77
2015,Boys,Class 1,400 Meter Dash,3,Romarieo Turner,Mona High,49.18
2015,Boys,Class 1,400 Meter Dash,4,Javian Harris,William Knibb Memorial High,49.88
2015,Boys,Class 1,400 Meter Dash,5,Trevaughn Hyman,Spaldings High,50.39
2015,Boys,Class 1,400 Meter Dash,6,Ran Rose,Cedric Titus,51.09
2015,Boys,Class 1,400 Meter Dash,7,Jordain Minott,Old Harbour High,52.34
2015,Boys,Class 1,400 Meter Dash,1,Romario Williams,Muschett High,48.20
2015,Boys,Class 1,400 Meter Dash,2,Devaughn Baker,Jamaica College,48.69
2015,Boys,Class 1,400 Meter Dash,3,Shavane Bowman,Bog Walk High,49.95
2015,Boys,Class 1,400 Meter Dash,4,Jason Gordon,Spaldings High,51.51
2015,Boys,Class 1,400 Meter Dash,5,Noxroy Wright,Pembrook Hall High,53.79
2015,Boys,Class 1,400 Meter Dash,--,Johnoy Brown,Fair Prospect,DQ
2015,Boys,Class 1,400 Meter Dash,1,Terry Thomas,Greater Portmore,48.12
2015,Boys,Class 1,400 Meter Dash,2,Delon Cauldwell,St. Andrew Technical High,49.29
2015,Boys,Class 1,400 Meter Dash,3,Junior Brown,Hydel Group of Schools,49.75
2015,Boys,Class 1,400 Meter Dash,4,Stephan Powell,Morant Bay High,50.95
2015,Boys,Class 1,400 Meter Dash,5,Orlando Fisher,Green Pond High,51.28
2015,Boys,Class 1,400 Meter Dash,6,Makonnen Planter,Herbert Morrison,51.64
2015,Boys,Class 1,400 Meter Dash,7,Kevon Miller,Rhodes Hall High,53.54
2015,Boys,Class 1,400 Meter Dash,1,Jordon Scott,Petersfield High,48.60
2015,Boys,Class 1,400 Meter Dash,2,Robin Black,St. Elizabeth Technical High,48.80
2015,Boys,Class 1,400 Meter Dash,3,Dennis Sterling,Guys Hill High,49.39
2015,Boys,Class 1,400 Meter Dash,4,Travis Jackson,Garvey Maceo High,49.75
2015,Boys,Class 1,400 Meter Dash,5,Nicholas Francis,Camperdown High,51.69
2015,Boys,Class 1,400 Meter Dash,6,Ashani Levy,Bellefield High,52.85
2015,Boys,Class 1,400 Meter Dash,7,Ricardo Mckenzie,Cornwall College,57.20
2015,Boys,Class 1,400 Meter Dash,1,Martin Manley,St. Jago High,48.23
2015,Boys,Class 1,400 Meter Dash,2,Aykeeme Francis,Calabar High School,48.50
2015,Boys,Class 1,400 Meter Dash,3,Romario Ferron,Hydel Group of Schools,49.34
2015,Boys,Class 1,400 Meter Dash,4,Fostena Johnson,Wolmer's,49.93
2015,Boys,Class 1,400 Meter Dash,5,Ricardo Hall,Vere Technical High,51.07
2015,Boys,Class 1,400 Meter Dash,6,Nealon Mckenzie,Marcus Garvey Technical High,51.27
2015,Boys,Class 1,400 Meter Dash,7,Mario Brown,St. Thomas Technical,54.09
2015,Boys,Class 1,400 Meter Dash,8,Chevon Brooks,Foga Road High,54.30
2015,Boys,Class 1,400 Meter Dash,1,Shawndail McLaren,Jamaica College,48.10
2015,Boys,Class 1,400 Meter Dash,2,Devaughn Ellington,Petersfield High,48.37
2015,Boys,Class 1,400 Meter Dash,3,Kahjay Morris,Charlemont High,50.55
2015,Boys,Class 1,400 Meter Dash,4,Telphia Hines,Donald Quarrie High,51.00
2015,Boys,Class 1,400 Meter Dash,5,Tafari Ellis,Frome Technical High,51.20
2015,Boys,Class 1,400 Meter Dash,6,Oshane Campbell,Tacius Golding High,55.27
2015,Girls,Class 1,Discus Throw,1,Paul-Ann Gayle,Edwin Allen High,45.88m
2015,Girls,Class 1,Discus Throw,2,Shanice Love,Excelsior High,41.33m
2015,Girls,Class 1,Discus Throw,3,Kiona Bradshaw,Vere Technical High,35.94m
2015,Girls,Class 1,Discus Throw,4,Tasheka Johnson,Clarendon College,35.72m
2015,Girls,Class 1,Discus Throw,5,Tavia Dixon,Spaldings High,35.36m
2015,Girls,Class 1,Discus Throw,6,Aliyah Francis,St. Hugh's High,35.11m
2015,Girls,Class 1,Discus Throw,7,Jelemi Peart,Holmwood Technical High,33.01m
2015,Girls,Class 1,Discus Throw,8,Chevelle Myrie,Rusea's High,30.56m
2015,Girls,Class 1,Discus Throw,9,Shadae Wright,Manchester High,27.00m
2015,Girls,Class 1,Discus Throw,1,Shadae Lawrence,Hydel Group of Schools,46.79m
2015,Girls,Class 1,Discus Throw,2,Rochelle Frazer,Edwin Allen High,46.04m
2015,Girls,Class 1,Discus Throw,3,Taneika Elliston,Holmwood Technical High,37.28m
2015,Girls,Class 1,Discus Throw,4,Venique Harris,Ardenne High,36.46m
2015,Girls,Class 1,Discus Throw,5,Nayoka Clunis,Excelsior High,32.53m
2015,Girls,Class 1,Discus Throw,6,Tracey-Ann Simms,St. Jago High,30.44m
2015,Girls,Class 1,Discus Throw,7,Omolayo Cunningham,Frome Technical High,27.22m
2015,Girls,Class 1,400 Meter Dash,1,Dawnalee Loney,Camperdown High,53.56
2015,Girls,Class 1,400 Meter Dash,2,Derri-Ann Hill,Vere Technical High,54.28
2015,Girls,Class 1,400 Meter Dash,3,Genekee Leith,St. Jago High,54.93
2015,Girls,Class 1,400 Meter Dash,4,Cameka Witter,St. Andrew Technical High,55.87
2015,Girls,Class 1,400 Meter Dash,5,Sherona Stewart,Spaldings High,57.20
2015,Girls,Class 1,400 Meter Dash,6,Shana Wright,Wolmer's,59.07
2015,Girls,Class 1,400 Meter Dash,7,Jodian Taylor,Alpha Academy,1:01.97
2015,Girls,Class 1,400 Meter Dash,1,Tiffany James,Papine High,54.25
2015,Girls,Class 1,400 Meter Dash,2,Christine Moss,St. Elizabeth Technical High,54.87
2015,Girls,Class 1,400 Meter Dash,3,Davia Smith,Edwin Allen High,56.52
2015,Girls,Class 1,400 Meter Dash,4,Argyanna Bolton,Manchester High,56.74
2015,Girls,Class 1,400 Meter Dash,5,Kimberly Leach,Wolmer's,58.03
2015,Girls,Class 1,400 Meter Dash,6,Danicia Grant,St. Jago High,58.23
2015,Girls,Class 1,400 Meter Dash,7,Temera Duncan,St. Andrew High for Girls,59.43
2015,Girls,Class 1,400 Meter Dash,1,Yeaschea Williams,Dinthill Technical High,55.15
2015,Girls,Class 1,400 Meter Dash,2,Semoy Hemmings,Hydel Group of Schools,55.52
2015,Girls,Class 1,400 Meter Dash,3,Xuxa Peart,Holmwood Technical High,55.97
2015,Girls,Class 1,400 Meter Dash,4,Shanice Clarke,Vere Technical High,56.32
2015,Girls,Class 1,400 Meter Dash,5,Candace Newman,Spaldings High,58.33
2015,Girls,Class 1,400 Meter Dash,6,Kimona Smikle,Manchester High,58.75
2015,Girls,Class 1,400 Meter Dash,7,Samandra Brown,Fair Prospect,1:01.71
2015,Girls,Class 1,400 Meter Dash,1,Candice Mcleod,Papine High,54.70
2015,Girls,Class 1,400 Meter Dash,2,Ashley Willliams,Holmwood Technical High,55.43
2015,Girls,Class 1,400 Meter Dash,3,Segale Brown,Petersfield High,56.01
2015,Girls,Class 1,400 Meter Dash,4,Britaney Duncan,Hydel Group of Schools,57.49
2015,Girls,Class 1,400 Meter Dash,5,Kaydi-Ann Wint,Alpha Academy,59.15
2015,Girls,Class 1,400 Meter Dash,6,Jamelia Lovelace,Dinthill Technical High,1:01.31
2015,Boys,Class 2,Long Jump,1,Mario Watson,Oberlin High,6.83m
2015,Boys,Class 2,Long Jump,2,Dameon Creary,Wolmer's,6.66m
2015,Boys,Class 2,Long Jump,3,Kavouhn Lewars-Smith,Ardenne High,6.65m
2015,Boys,Class 2,Long Jump,4,Ronaldo Malcolm,Kingston College,6.56m
2015,Boys,Class 2,Long Jump,5,Johni James,Jamaica College,6.55m
2015,Boys,Class 2,Long Jump,6,Ashane Beckford,Glenmuir High,6.49m
2015,Boys,Class 2,Long Jump,7,Daniel Allen,Calabar High School,6.43m
2015,Boys,Class 2,Long Jump,8,Donovan Thames,Glengoffe High,6.18m
2015,Boys,Class 2,Long Jump,9,Romar Stone,St. Elizabeth Technical High,6.01m
2015,Boys,Class 2,Long Jump,10,Alexander Thompson,St. George's College,5.93m
2015,Boys,Class 2,Long Jump,11,Keyshan Davis,St. Jago High,5.92m
2015,Boys,Class 2,Long Jump,12,Daniel Clarke,William Knibb Memorial High,5.91m
2015,Boys,Class 2,Long Jump,13,Thorne Buchanan,Excelsior High,5.84m
2015,Boys,Class 2,Long Jump,14,Andre Mcintyre,Ascot High,5.77m
2015,Boys,Class 2,Long Jump,15,Demitri Grant,Campion College,5.68m
2015,Boys,Class 2,Long Jump,16,Coy Spence,Green Island High,5.56m
2015,Boys,Class 2,Long Jump,17,Darren Millington,Munro College,5.08m
2015,Boys,Class 2,Long Jump,1,Paketo Dudley,Jamaica College,6.98m
2015,Boys,Class 2,Long Jump,2,Shakwon Coke,St. Andrew Technical High,6.72m
2015,Boys,Class 2,Long Jump,3,Samuel Jordan,Cedric Titus,6.54m
2015,Boys,Class 2,Long Jump,4,Ryan Brown,Old Harbour High,6.53m
2015,Boys,Class 2,Long Jump,5,Daniel Bogle,Calabar High School,6.52m
2015,Boys,Class 2,Long Jump,6,Yashawn Hamilton,Kingston College,6.46m
2015,Boys,Class 2,Long Jump,7,Andre Edwards,Munro College,6.35m
2015,Boys,Class 2,Long Jump,8,Owayne Owens,Cornwall College,6.25m
2015,Boys,Class 2,Long Jump,9,Roshane Samuels,Petersfield High,6.12m
2015,Boys,Class 2,Long Jump,10,Joel Morgan,Excelsior High,6.03m
2015,Boys,Class 2,Long Jump,11,D'Angelo Mullings,Wolmer's,5.90m
2015,Boys,Class 2,Long Jump,12,Alvernanzo Brown,Green Island High,5.86m
2015,Boys,Class 2,Long Jump,13,Joshua Smickle,Camperdown High,5.80m
2015,Boys,Class 2,Long Jump,14,Adean Nelson,Ascot High,5.62m
2015,Boys,Class 2,Long Jump,15,Lance Muir,Kingston Technical High,5.22m
2015,Boys,Class 2,Long Jump,16,Stanford McKoy,St. George's College,4.31m
2015,Girls,Class 2,400 Meter Dash,1,Taqece Duggan,Hydel Group of Schools,55.75
2015,Girls,Class 2,400 Meter Dash,2,Cishannie Williams,St. Catherine High,56.71
2015,Girls,Class 2,400 Meter Dash,3,Monisha Blake,Green Island High,56.86
2015,Girls,Class 2,400 Meter Dash,4,Reckasha Brooks,Holmwood Technical High,1:00.00
2015,Girls,Class 2,400 Meter Dash,5,Ajonelle Chippy,Seaforth High,1:02.68
2015,Girls,Class 2,400 Meter Dash,6,Fredrieka Matherson,Papine High,1:03.23
2015,Girls,Class 2,400 Meter Dash,7,Ginell Hall,Green Pond High,1:04.15
2015,Girls,Class 2,400 Meter Dash,1,Satanya Wright,St. Elizabeth Technical High,56.25
2015,Girls,Class 2,400 Meter Dash,2,Cavell Whitley,Vere Technical High,57.44
2015,Girls,Class 2,400 Meter Dash,3,Tawana Allen,St. Andrew High for Girls,58.15
2015,Girls,Class 2,400 Meter Dash,4,Latrice McGann,Mavis Bank High,58.30
2015,Girls,Class 2,400 Meter Dash,5,Michaelia Jonas,Alpha Academy,59.91
2015,Girls,Class 2,400 Meter Dash,6,Sasheka Lynch,Mt. Alvernia High,1:00.39
2015,Girls,Class 2,400 Meter Dash,--,Daniell Stennett,Grange Hill High,FS
2015,Girls,Class 2,400 Meter Dash,1,Amoy Mairs,Frome Technical High,56.25
2015,Girls,Class 2,400 Meter Dash,2,Kimorla Muschette,Denbigh High,56.41
2015,Girls,Class 2,400 Meter Dash,3,Shannon Kalawan,Edwin Allen High,56.43
2015,Girls,Class 2,400 Meter Dash,4,Tatyana Mckenzie,The Queens School,59.27
2015,Girls,Class 2,400 Meter Dash,5,Moneysia Ming,Excelsior High,1:01.54
2015,Girls,Class 2,400 Meter Dash,6,Tasha Bailey,Tacius Golding High,1:02.24
2015,Girls,Class 2,400 Meter Dash,1,Danielle Thompson,Manchester High,56.44
2015,Girls,Class 2,400 Meter Dash,2,Kelly ann Downer,St. Andrew High for Girls,56.63
2015,Girls,Class 2,400 Meter Dash,3,Linesha Thompson,Vere Technical High,57.35
2015,Girls,Class 2,400 Meter Dash,4,Tamara Thomas,Gaynstead High School,58.83
2015,Girls,Class 2,400 Meter Dash,5,Devonica Gordon,Tacky High,1:01.03
2015,Girls,Class 2,400 Meter Dash,6,O'Shalia Johnson,Hampton School,1:03.67
2015,Girls,Class 2,400 Meter Dash,7,Kemoy Anderson,Meadowbrook High,1:05.44
2015,Girls,Class 2,400 Meter Dash,1,Janiel Moore,Edwin Allen High,56.20
2015,Girls,Class 2,400 Meter Dash,2,Debra Wallace,Irwin High,56.54
2015,Girls,Class 2,400 Meter Dash,3,Shana Deen Bartley,Bellefield High,57.71
2015,Girls,Class 2,400 Meter Dash,4,Ayeshia Morgan,St. Jago High,58.58
2015,Girls,Class 2,400 Meter Dash,5,Shanae Fisher,Dinthill Technical High,1:00.44
2015,Girls,Class 2,400 Meter Dash,6,Rennae Pearson,Herbert Morrison,1:05.41
2015,Girls,Class 3,400 Meter Dash,1,Sanique Walker,Vere Technical High,56.43
2015,Girls,Class 3,400 Meter Dash,2,Keresa Richardson,St. Mary High,57.45
2015,Girls,Class 3,400 Meter Dash,3,Kara Sampath,Frome Technical High,58.37
2015,Girls,Class 3,400 Meter Dash,4,Brittany Coley,St. Hugh's High,1:02.84
2015,Girls,Class 3,400 Meter Dash,5,Savanah Muir,Rusea's High,1:04.10
2015,Girls,Class 3,400 Meter Dash,6,Latefa Pinnock,Wolmer's,1:14.66
2015,Girls,Class 3,400 Meter Dash,--,Tonyan Doiley,Maggotty High School,DQ
2015,Girls,Class 3,400 Meter Dash,1,Anna-Kay Allen,St. Catherine High,56.52
2015,Girls,Class 3,400 Meter Dash,2,Johnelle Thomas,Vere Technical High,57.31
2015,Girls,Class 3,400 Meter Dash,3,Rehana Christie,St. Jago High,57.52
2015,Girls,Class 3,400 Meter Dash,4,Sabrina Anderson,May Day High,59.65
2015,Girls,Class 3,400 Meter Dash,5,Micaiah Davis,Immaculate Conception High,1:00.08
2015,Girls,Class 3,400 Meter Dash,6,Tuwanna Hyde,Alpha Academy,1:02.60
2015,Girls,Class 3,400 Meter Dash,7,Sankaya Planner,Greater Portmore,1:02.78
