Year,Gender,Class,Event,Rank,Athlete,School,Mark
2012,Boys,Decathlon,100 Meter Run,9,Jamie Edwards,Bog Walk High,11.87
2012,Boys,Decathlon,100 Meter Run,10,Zavia Lynch,Godfrey Stewart High,11.88
2012,Boys,Decathlon,100 Meter Run,11,Oshane Shaw,Wolmer's,11.94
2012,Boys,Decathlon,100 Meter Run,12,Orelle Bulgin,Cornwall College,12.30
2012,Boys,Class 1,Discus Throw,1,Jevaughn Shaw,Munro College,
2012,Boys,Class 1,Discus Throw,2,Fedrick Dacres,Calabar High School,
2012,Boys,Class 1,Discus Throw,3,Ashina Miller,Calabar High School,
2012,Boys,Class 1,Discus Throw,4,Fabeon Tucker,Edwin Allen High,
2012,Boys,Class 1,Discus Throw,5,Robert Thomas,Paul Bogle High School,
2012,Boys,Class 1,Discus Throw,6,Glenford Watson,Petersfield High,
2012,Boys,Class 1,Discus Throw,7,Emmanuel Onyia,Munro College,
2012,Boys,Class 1,Discus Throw,8,Mark Davidson,Bridgeport High,
2012,Boys,Class 1,Discus Throw,9,Alec-Verne Longmore,Jamaica College,
2012,Boys,Class 1,Discus Throw,10,Shaquille Lewis,Jamaica College,
2012,Boys,Class 1,Discus Throw,11,Michael Meikle,Kingston College,
2012,Boys,Class 1,Discus Throw,12,Chadrick Dacosta,Kingston College,
2012,Boys,Class 1,Discus Throw,13,Seldwyn Morgon,Claude McKay High,
2012,Boys,Class 1,Discus Throw,14,Lorenzo Hall,Petersfield High,
2012,Boys,Class 1,Discus Throw,15,Kashif Ford,Wolmer's,
2012,Boys,Class 1,Discus Throw,16,Kurt MC Intosh,Vere Technical High,
2012,Boys,Class 1,Discus Throw,17,Roderick Campbell,St. Jago High,
2012,Boys,Class 1,Discus Throw,18,Corey Richmond,Wolmer's,
2012,Boys,Class 1,Discus Throw,19,Sanjay Reid,Foga Road High,
2012,Boys,Class 1,Discus Throw,20,Sadique O'Haro,Yallahs High,
2012,Boys,Class 1,Discus Throw,21,Jevor Morrison,Ocho Rios High,
2012,Boys,Class 1,Discus Throw,22,Rohan Blair,Lacovia High,
2012,Boys,Class 1,Discus Throw,23,Jeve Heath,Hydel Group of Schools,
2012,Boys,Class 1,Discus Throw,24,Kavone Willis,McGrath High,
2012,Boys,Class 1,Discus Throw,25,Dwayne Sicheran,Manning High School,
2012,Boys,Class 1,Discus Throw,26,Chavan Pink,Spot Valley High,
2012,Boys,Class 1,Discus Throw,27,Dwayne Bryce,Cumberland High School,
2012,Boys,Class 1,Long Jump,1,Adam Cummings,Wolmer's,
2012,Boys,Class 1,Long Jump,2,Keneil Grant,Kingston College,
2012,Boys,Class 1,Long Jump,3,Lincoln Carter,Munro College,
2012,Boys,Class 1,Long Jump,4,Akiem Williams,Holmwood Technical High,
2012,Boys,Class 1,Long Jump,5,Clive Pullen,Kingston College,
2012,Boys,Class 1,Long Jump,6,Javari Fairclough,Calabar High School,
2012,Boys,Class 1,Long Jump,6,Maulford Smith,Wolmer's,
2012,Boys,Class 1,Long Jump,8,Sharlanjo Nelson,Jamaica College,
2012,Boys,Class 1,Long Jump,9,Ifeanye Otuonye,Munro College,
2012,Boys,Class 1,Long Jump,10,Sedekie Edie,Calabar High School,
2012,Boys,Class 1,Long Jump,11,Debarie Spence,Excelsior High,
2012,Boys,Class 1,Long Jump,11,Nicholas Phynn,Jamaica College,
2012,Boys,Class 1,Long Jump,13,Michane Ricketts,Edwin Allen High,
2012,Boys,Class 1,Long Jump,14,Laurel Gordon,Holland High,
2012,Boys,Class 1,Long Jump,15,Jermmi Lee,Excelsior High,
2012,Boys,Class 1,Long Jump,16,Matthew Campbell,Ardenne High,
2012,Boys,Class 1,Long Jump,17,Krishna Christie,St. Jago High,
2012,Boys,Class 1,Long Jump,18,Jauvoy Jones,Holmwood Technical High,
2012,Boys,Class 1,Long Jump,19,Javon Battick,St. Jago High,
2012,Boys,Class 1,Long Jump,20,Jevaun Brown,Bog Walk High,
2012,Boys,Class 1,Long Jump,21,Travis Bennett,Morant Bay High,
2012,Boys,Class 1,Long Jump,22,Tashane Riley,St. Mary Technical,
2012,Boys,Class 1,Long Jump,23,Aubrey Allen,Bridgeport High,
2012,Girls,Class 3,High Jump,1,Britny Kerr,Hydel Group of Schools,
2012,Girls,Class 3,High Jump,1,Samara Spencer,Hydel Group of Schools,
2012,Girls,Class 3,High Jump,1,Subrena Hearne,Alpha Academy,
2012,Girls,Class 3,High Jump,1,Colestia Baker,Holmwood Technical High,
2012,Girls,Class 3,High Jump,1,Annastacia Forrester,Manchester High,
2012,Girls,Class 3,High Jump,1,Tissanna Hickling,St. Jago High,
2012,Girls,Class 3,High Jump,1,Shanae MC Kenzie,Manchester High,
2012,Girls,Class 3,High Jump,1,Gabriel Foster,Alpha Academy,
2012,Girls,Class 3,High Jump,1,Donieke Daniel,Campion College,
2012,Girls,Class 3,High Jump,10,Kathleen Smith,Ardenne High,
2012,Girls,Class 3,High Jump,10,Atalliah Boyd,St. Jago High,
2012,Girls,Class 3,High Jump,10,Brianna Thomas,Holmwood Technical High,
2012,Girls,Class 3,High Jump,13,Moseha Reid,St. Elizabeth Technical High,
2012,Girls,Class 3,High Jump,13,Bianca Ebanks,Wolmer's,
2012,Girls,Class 3,High Jump,15,Stephanie Myrie,St. Andrew High for Girls,
2012,Girls,Class 3,High Jump,15,Moesha Crossdale,Buff Bay High,
2012,Girls,Class 3,High Jump,15,Kashama Carter,Wolmer's,
2012,Girls,Class 3,High Jump,15,Fiona Barnes,Excelsior High,
2012,Girls,Class 3,High Jump,19,Afiya Dacres,St. Andrew High for Girls,
2012,Girls,Class 3,High Jump,19,Tanya Ricketts,St. Hugh's High,
2012,Girls,Class 3,High Jump,19,Amanda Young,Buff Bay High,
2012,Girls,Class 3,High Jump,19,Shaday Anderson,Oberlin High,
2012,Girls,Class 3,High Jump,23,Anique Willis,Edwin Allen High,
2012,Girls,Class 3,High Jump,23,Sophena Locke,Manning High School,
2012,Girls,Class 3,High Jump,23,Jeanine Williams,Immaculate Conception High,
2012,Girls,Class 3,800 Meter Run,1,Junelle Bromfield,St. Elizabeth Technical High,
2012,Girls,Class 3,800 Meter Run,2,Allesha Kelly,Guys Hill High,
2012,Girls,Class 3,800 Meter Run,3,Sasha-Gay Whyte,Vere Technical High,
2012,Girls,Class 3,800 Meter Run,4,Ackelia Hamilton,Old Harbour High,
2012,Girls,Class 3,800 Meter Run,5,Lisa Buchanan,Holmwood Technical High,
2012,Girls,Class 3,800 Meter Run,6,Sashekia Heath,Holmwood Technical High,
2012,Girls,Class 3,800 Meter Run,7,Tiffany James,Papine High,
2012,Girls,Class 3,800 Meter Run,8,Shannon Kalawan,Edwin Allen High,
2012,Girls,Class 3,800 Meter Run,9,Melissa Tyme,Christiana High,
2012,Girls,Class 3,800 Meter Run,10,Ikeda Stewart,Papine High,
2012,Girls,Class 3,800 Meter Run,11,Crystal Morris,St. Jago High,
2012,Girls,Class 3,800 Meter Run,12,Chenelle Morrison,Excelsior High,
2012,Girls,Class 3,800 Meter Run,13,Ann Marie Jones,Spaldings High,
2012,Girls,Class 3,800 Meter Run,14,Shamoy Hinds,St. Jago High,
2012,Girls,Class 3,800 Meter Run,15,Stacy-Ann Samuels,Hydel Group of Schools,
2012,Girls,Class 3,800 Meter Run,16,Yanique Watson,Manchester High,
2012,Girls,Class 3,800 Meter Run,17,Asshanni Robb,Edwin Allen High,
2012,Girls,Class 3,800 Meter Run,18,Chaneka MC Lean,Manchester High,
2012,Girls,Class 3,800 Meter Run,19,Gabrielle Miller,Alpha Academy,
2012,Girls,Class 3,800 Meter Run,20,Vonessa MC Growder,Manning High School,
2012,Girls,Class 3,800 Meter Run,21,Tavia Dixon,Foga Road High,
2012,Girls,Class 3,800 Meter Run,22,Kamoy Fagan,Bellefield High,
2012,Girls,Class 3,800 Meter Run,23,Shaday Harper,Ascot High,
2012,Girls,Class 3,800 Meter Run,24,Shanta-Lee Graham,Denbigh High,
2012,Girls,Class 3,800 Meter Run,25,Tracey-Ann Brooks,Cross Keys High,
2012,Girls,Class 3,800 Meter Run,26,Leonie Hamilton,Jonathan Grant High,
2012,Girls,Class 3,800 Meter Run,27,Celia Griffiths,Annotto Bay High,
2012,Girls,Class 3,800 Meter Run,28,Shanell Cooper,Tacius Golding High,
2012,Girls,Class 3,800 Meter Run,29,Oshin Burgher,Seaforth High,
2012,Girls,Class 3,800 Meter Run,30,Kashoya Pottinger,Ocho Rios High,
2012,Girls,Class 3,800 Meter Run,31,Roshonda Blackwood,Balaclava High,
2012,Girls,Class 3,800 Meter Run,32,Kadian White,Lacovia High,
2012,Girls,Class 3,800 Meter Run,33,Tashen Dawkins,St. Mary's College,
2012,Boys,Class 3,800 Meter Run,1,Jevaughney James,St. Elizabeth Technical High,
2012,Boys,Class 3,800 Meter Run,2,Rajiv Lewis,Munro College,
2012,Boys,Class 3,800 Meter Run,3,Jean-Marc Smith,Kingston College,
2012,Boys,Class 3,800 Meter Run,4,Chevenne Hamilton,Calabar High School,
2012,Boys,Class 3,800 Meter Run,5,Rayon Butler,Holmwood Technical High,
2012,Boys,Class 3,800 Meter Run,6,Aykeeme Francis,Calabar High School,
2012,Boys,Class 3,800 Meter Run,7,Shavawn Stapleton,Camperdown High,
2012,Boys,Class 3,800 Meter Run,8,Damoy Boyd,Kingston College,
2012,Boys,Class 3,800 Meter Run,9,Teahjmar Burke,St. Mary's College,
2012,Boys,Class 3,800 Meter Run,10,Fabian Hutchinson,Christiana High,
2012,Boys,Class 3,800 Meter Run,11,Ordava McKenzie,Clarendon College,
2012,Boys,Class 3,800 Meter Run,12,Kashiek Brown,Jamaica College,
2012,Boys,Class 3,800 Meter Run,13,Jermaine Small,Claude McKay High,
2012,Boys,Class 3,800 Meter Run,14,Maleik Smith,Hydel Group of Schools,
2012,Boys,Class 3,800 Meter Run,15,Linton Pinnock,St. Mary High,
2012,Boys,Class 3,800 Meter Run,16,Tajae Bruce,Jamaica College,
2012,Boys,Class 3,800 Meter Run,17,Shane Henry,Wolmer's,
2012,Boys,Class 3,800 Meter Run,18,Akeem Thomas,St. George's College,
2012,Boys,Class 3,800 Meter Run,19,Zidane Buchanan,St. Andrew Technical High,
2012,Boys,Class 3,800 Meter Run,20,Johnoy Laing,Bog Walk High,
2012,Boys,Class 3,800 Meter Run,21,Romar Mundle,Bellefield High,
2012,Boys,Class 3,800 Meter Run,22,Roneil Graham,Wolmer's,
2012,Boys,Class 3,800 Meter Run,23,Jean Marc Palmer,Munro College,
2012,Boys,Class 3,800 Meter Run,24,Micheal Frew,St. Elizabeth Technical High,
2012,Boys,Class 3,800 Meter Run,25,Oshane Wedderman,Annotto Bay High,
2012,Boys,Class 3,800 Meter Run,26,Hue Hall,Manchester High,
2012,Boys,Class 3,800 Meter Run,27,Orrett Higgins,Jonathan Grant High,
2012,Boys,Class 3,800 Meter Run,28,Nicoy Williams,Rusea's High,
2012,Boys,Class 3,800 Meter Run,29,Shadane Chambers,Petersfield High,
2012,Boys,Class 3,800 Meter Run,30,Jevaughn Palmer,St. Jago High,
2012,Boys,Class 3,800 Meter Run,31,Irinski Crooks,Glenmuir High,
2012,Boys,Class 3,800 Meter Run,32,Ewrane Burrell,Mona High,
2012,Boys,Class 3,800 Meter Run,33,Cecil Graham,Seaforth High,
2012,Boys,Class 3,800 Meter Run,34,Shamar Blake,Tacky High,
2012,Girls,Class 2,800 Meter Run,1,Chrisann Gordon,Holmwood Technical High,
2012,Girls,Class 2,800 Meter Run,2,Marleena Eubanks,Edwin Allen High,
2012,Girls,Class 2,800 Meter Run,3,Ackeliah Robertson,St. Elizabeth Technical High,
2012,Girls,Class 2,800 Meter Run,4,Chantai Smith,St. Elizabeth Technical High,
2012,Girls,Class 2,800 Meter Run,5,Cameka Witter,St. Andrew Technical High,
2012,Girls,Class 2,800 Meter Run,6,Shanice Cannigan,Rusea's High,
2012,Girls,Class 2,800 Meter Run,7,Genekee Leith,St. Jago High,
2012,Girls,Class 2,800 Meter Run,8,Kemo Anderson,Manchester High,
2012,Girls,Class 2,800 Meter Run,9,Sanikee Gardner,Edwin Allen High,
2012,Girls,Class 2,800 Meter Run,10,Roshae Burrell,St. Jago High,
2012,Girls,Class 2,800 Meter Run,11,Kaydi-Ann Wint,Alpha Academy,
2012,Girls,Class 2,800 Meter Run,12,Shero Grant,Spaldings High,
2012,Girls,Class 2,800 Meter Run,13,Shanice Clarke,Vere Technical High,
2012,Girls,Class 2,800 Meter Run,14,Shanieke Watson,Holmwood Technical High,
2012,Girls,Class 2,800 Meter Run,15,Candice Higgins,Excelsior High,
2012,Girls,Class 2,800 Meter Run,16,Suezette Layne,Titchfield High School,
2012,Girls,Class 2,800 Meter Run,17,Monique Derby,Spaldings High,
2012,Girls,Class 2,800 Meter Run,18,Tamara Leckie,Guys Hill High,
2012,Girls,Class 2,800 Meter Run,19,Jamelia Lovelace,Dinthill Technical High,
2012,Girls,Class 2,800 Meter Run,20,Shimoya Currie,Clarendon College,
2012,Girls,Class 2,800 Meter Run,21,Chevel Jackson,Ocho Rios High,
2012,Girls,Class 2,800 Meter Run,22,Shamona Hunt,Glengoffe High,
2012,Girls,Class 2,800 Meter Run,23,Davina Cananna,Happy Grove High,
2012,Girls,Class 2,800 Meter Run,24,Shackeria Mendez,Balaclava High,
2012,Girls,Class 2,800 Meter Run,25,Nelecia Richards,Titchfield High School,
2012,Girls,Class 2,800 Meter Run,26,Jolie Girard,Cross Keys High,
2012,Girls,Class 2,800 Meter Run,27,Peta-Gay Cunningham,Manning High School,
2012,Girls,Class 2,800 Meter Run,28,Canangella Senior,Central High,
2012,Girls,Class 2,800 Meter Run,29,Tamara James,Mavis Bank High,
2012,Girls,Class 2,800 Meter Run,30,Tishmar Tomlinson,Godfrey Stewart High,
2012,Boys,Class 2,800 Meter Run,1,Miguel Morrison,Kingston College,
2012,Boys,Class 2,800 Meter Run,2,Ricardo MC Kenzie,Cornwall College,
2012,Boys,Class 2,800 Meter Run,3,Delon Cauldwell,St. Andrew Technical High,
2012,Boys,Class 2,800 Meter Run,4,Jevaine Mills,Petersfield High,
2012,Boys,Class 2,800 Meter Run,5,Alex Brown,Wolmer's,
2012,Boys,Class 2,800 Meter Run,6,Chad Miller,Kingston College,
2012,Boys,Class 2,800 Meter Run,7,Delano Rochester,Clarendon College,
2012,Boys,Class 2,800 Meter Run,8,Alex Hutton,Calabar High School,
2012,Boys,Class 2,800 Meter Run,9,Jamar Ledgister,Bog Walk High,
2012,Boys,Class 2,800 Meter Run,10,Orville Dixon,Calabar High School,
2012,Boys,Class 2,800 Meter Run,11,Shemar Walker,Jonathan Grant High,
2012,Boys,Class 2,800 Meter Run,12,Craig Hitchinson,St. Catherine High,
2012,Boys,Class 2,800 Meter Run,13,Paul Tate,Lacovia High,
2012,Boys,Class 2,800 Meter Run,14,Javaughn Wisdom,Wolmer's,
2012,Boys,Class 2,800 Meter Run,15,Ryan Holmes,Edwin Allen High,
2012,Boys,Class 2,800 Meter Run,16,Keinann Pryce,Glengoffe High,
2012,Boys,Class 2,800 Meter Run,17,Wayne Beckford,Kellits High,
2012,Boys,Class 2,800 Meter Run,18,Jeromia MC Leod,Claude McKay High,
2012,Boys,Class 2,800 Meter Run,19,Jaheem Forrester,Titchfield High School,
2012,Boys,Class 2,800 Meter Run,20,Adrian Higgins,Ocho Rios High,
2012,Boys,Class 2,800 Meter Run,21,Kemario Eldemire,Seaforth High,
2012,Boys,Class 2,800 Meter Run,22,Kemar MC Callum,Jamaica College,
2012,Boys,Class 2,800 Meter Run,23,Dirk Williamson,Jamaica College,
2012,Boys,Class 2,800 Meter Run,24,Oyeth Bailey,Foga Road High,
2012,Boys,Class 2,800 Meter Run,25,Tion Gray,Petersfield High,
2012,Boys,Class 2,800 Meter Run,26,Andre Bennett,Cornwall College,
2012,Boys,Class 2,800 Meter Run,27,Leon Powell,St. Andrew Technical High,
2012,Boys,Class 2,800 Meter Run,28,Donovan Palmer,Ocho Rios High,
2012,Boys,Class 2,800 Meter Run,29,Claudio Chisolm,Rusea's High,
2012,Boys,Class 2,800 Meter Run,30,Andrew Whyte,Old Harbour High,
2012,Boys,Class 2,800 Meter Run,31,Gawayne Richards,Annotto Bay High,
2012,Boys,Class 2,800 Meter Run,32,Hakeem Weir,Campion College,
2012,Boys,Class 2,800 Meter Run,33,Devron Buckley,Edwin Allen High,
2012,Boys,Class 2,800 Meter Run,34,Jerome Daley,Porus High School,
2012,Boys,Class 2,800 Meter Run,35,Delroy Reid,St. Thomas Technical,
2012,Boys,Class 2,800 Meter Run,36,Damian Bailey,St. George's College,
2012,Boys,Class 2,800 Meter Run,37,Trevardo Meeks,Kellits High,
2012,Boys,Class 2,800 Meter Run,38,Jeremiah Messam,Lennon High,
2012,Boys,Class 2,800 Meter Run,39,Venton Bailey,Guys Hill High,
2012,Boys,Class 2,800 Meter Run,40,Negel Smith,Clarendon College,
2012,Boys,Class 2,800 Meter Run,41,Daniel Wint,Manchester High,
2012,Boys,Class 2,800 Meter Run,42,Kadrian Simpson,Porus High School,
2012,Boys,Class 2,800 Meter Run,43,Demoy Farquharson,Knox College,
2012,Boys,Class 2,800 Meter Run,44,Kevol Miller,Ewarton High School,
2012,Boys,Class 2,800 Meter Run,45,Terroan Edwards,Spaldings High,
2012,Boys,Class 2,800 Meter Run,46,Hurt Goodlit,Munro College,
2012,Boys,Class 2,800 Meter Run,47,Handel Dennis,Edith Dalton James,
2012,Boys,Class 2,800 Meter Run,48,Omar Morrison,Winston Jones High,
2012,Boys,Class 2,800 Meter Run,49,Romario Edwards,Jose Marti Technical High,
2012,Boys,Class 2,800 Meter Run,50,Gawayne Lawton,St. Mary High,
2012,Boys,Class 2,800 Meter Run,51,Javid Wynter,Waterford High School,
2012,Boys,Class 2,800 Meter Run,52,Ackeem Stewart,Happy Grove High,
2012,Boys,Class 2,800 Meter Run,53,Romario Reynolds,Clan Carthy High,
2012,Boys,Class 2,800 Meter Run,54,Aldaine Anderson,Holland High,
2012,Boys,Class 2,800 Meter Run,55,Sydney Blair,Cumberland High School,
2012,Boys,Class 2,800 Meter Run,56,Oshane Lyttle,Knockalva Technical,
2012,Boys,Class 2,800 Meter Run,57,Raygon Hyatt,Tacky High,
2012,Boys,Class 2,800 Meter Run,58,Shemar Hylton,Excelsior High,
2012,Boys,Decathlon,Long Jump,1,Adrian Riley,Calabar High School,7.05m
2012,Boys,Decathlon,Long Jump,2,Alton Palmer,Buff Bay High,6.86m
2012,Boys,Decathlon,Long Jump,3,Waquar Larrington,St. Jago High,6.67m
2012,Boys,Decathlon,Long Jump,4,Oshane Shaw,Wolmer's,6.48m
2012,Boys,Decathlon,Long Jump,5,Rosean Maxwell,Munro College,6.24m
2012,Boys,Decathlon,Long Jump,6,Andre MC Farlane,Jamaica College,6.11m
2012,Boys,Decathlon,Long Jump,7,Darron Hunter,Kingston College,6.08m
2012,Boys,Decathlon,Long Jump,8,Jamar MC Naughton,St. Elizabeth Technical High,5.82m
2012,Boys,Decathlon,Long Jump,9,Maurice Harrison,Excelsior High,5.77m
2012,Boys,Decathlon,Long Jump,10,Jamie Edwards,Bog Walk High,5.75m
2012,Boys,Decathlon,Long Jump,11,Orelle Bulgin,Cornwall College,5.65m
2012,Boys,Decathlon,Long Jump,12,Zavia Lynch,Godfrey Stewart High,5.05m
2012,Boys,Class 1,800 Meter Run,1,Waquar Dacosta,Jamaica College,
2012,Boys,Class 1,800 Meter Run,2,Oryane Espuet,Manchester High,
2012,Boys,Class 1,800 Meter Run,3,Brian Smith,Clarendon College,
2012,Boys,Class 1,800 Meter Run,4,Jordain Black,Cornwall College,
2012,Boys,Class 1,800 Meter Run,5,Kevin Robinson,Foga Road High,
2012,Boys,Class 1,800 Meter Run,6,Kadar Bryan,Jamaica College,
2012,Boys,Class 1,800 Meter Run,7,Wesley Gaynor,Vere Technical High,
2012,Boys,Class 1,800 Meter Run,8,Michael Stone,St. Jago High,
2012,Boys,Class 1,800 Meter Run,9,Alex Saunders,Kingston College,
2012,Boys,Class 1,800 Meter Run,10,Martin Kennedy,Bellefield High,
2012,Boys,Class 1,800 Meter Run,11,Sanj D. Powell,Kingston College,
2012,Boys,Class 1,800 Meter Run,12,Rayon Black,Wolmer's,
2012,Boys,Class 1,800 Meter Run,13,Kenne Clarke,Petersfield High,
2012,Boys,Class 1,800 Meter Run,14,Danielle Richards,Holmwood Technical High,
2012,Boys,Class 1,800 Meter Run,15,Kimanie Gordon,Hydel Group of Schools,
2012,Boys,Class 1,800 Meter Run,16,Shavon Thomas,St. George's College,
2012,Boys,Class 1,800 Meter Run,17,Sanjer Pantry,St. Jago High,
2012,Boys,Class 1,800 Meter Run,18,Andre Housey,Holmwood Technical High,
2012,Boys,Class 1,800 Meter Run,19,Navardo Mitchell,Clan Carthy High,
2012,Boys,Class 1,800 Meter Run,20,Tevin Smith,St. Andrew Technical High,
2012,Boys,Class 1,800 Meter Run,21,Jahnoy Bond,Manchester High,
2012,Boys,Class 1,800 Meter Run,22,Devado Buckham,Donald Quarrie High,
2012,Boys,Class 1,800 Meter Run,23,Claudius Wray,Buff Bay High,
2012,Boys,Class 1,800 Meter Run,24,Shanquille Williams,Dunoon Technical High,
2012,Boys,Class 1,800 Meter Run,25,Tevin Reid,Tacius Golding High,
2012,Boys,Class 1,800 Meter Run,26,Jovaughn Burgess,Dinthill Technical High,
2012,Boys,Class 1,800 Meter Run,27,Sadeakie Morgan,Bog Walk High,
2012,Boys,Class 1,800 Meter Run,28,Adrian Lewis,St. Mary's College,
2012,Boys,Class 1,800 Meter Run,29,Andre Palmer,Clan Carthy High,
2012,Boys,Class 1,800 Meter Run,30,Troy Facey,B. B. Coke High,
2012,Boys,Class 1,800 Meter Run,31,Renaldo Graham,Ocho Rios High,
2012,Boys,Class 1,800 Meter Run,32,Jerome Peart,Balaclava High,
2012,Boys,Class 1,800 Meter Run,33,Javier Beswick,Bridgeport High,
2012,Boys,Class 1,800 Meter Run,34,Shavvan Jackson,St. George's College,
2012,Boys,Class 1,800 Meter Run,35,Donavan Gray,Glengoffe High,
2012,Boys,Class 1,800 Meter Run,36,Romario Foote,May Day High,
2012,Boys,Class 1,800 Meter Run,37,Romaine Morrison,Mavis Bank High,
2012,Boys,Class 1,800 Meter Run,38,Kemar Ramsay,Winston Jones High,
2012,Boys,Class 1,800 Meter Run,39,Janoy Dean,Spanish Town High,
2012,Boys,Class 1,800 Meter Run,40,Jodane Dawkins,Porus High School,
2012,Boys,Class 1,800 Meter Run,41,Oneil Brown,Kemps High School,
2012,Boys,Class 1,800 Meter Run,42,Herbert Thomas,Munro College,
2012,Boys,Class 1,800 Meter Run,43,Rennie James,Rusea's High,
2012,Boys,Class 1,800 Meter Run,44,Dellon Jemison,Jose Marti Technical High,
2012,Boys,Class 1,800 Meter Run,45,Troy Myers,Godfrey Stewart High,
2012,Boys,Class 1,800 Meter Run,46,Vivian Venson,York Castle High,
2012,Girls,Class 4,200 Meter Dash,1,Aaliyah Hopkins,Edwin Allen High,
2012,Girls,Class 4,200 Meter Dash,2,Tawana Allen,St. Andrew High for Girls,
2012,Girls,Class 4,200 Meter Dash,3,Satanya Wright,St. Elizabeth Technical High,
2012,Girls,Class 4,200 Meter Dash,4,Khamoy Farquharson,Edwin Allen High,
2012,Girls,Class 4,200 Meter Dash,5,Aleeaha Dawkins,Hydel Group of Schools,
2012,Girls,Class 4,200 Meter Dash,6,Tashanna Campbell,Newell High,
2012,Girls,Class 4,200 Meter Dash,7,Kimone Shaw,St. Jago High,
2012,Girls,Class 4,200 Meter Dash,8,Rosanna Samuels,Herbert Morrison,
2012,Girls,Class 4,200 Meter Dash,9,Leacea Robinson,Holmwood Technical High,
2012,Girls,Class 4,200 Meter Dash,10,Shani Morrison,Manchester High,
2012,Girls,Class 4,200 Meter Dash,11,Olivia Levers,St. Mary High,
2012,Girls,Class 4,200 Meter Dash,12,Moesha Fullerton,Hydel Group of Schools,
2012,Girls,Class 4,200 Meter Dash,13,Michaelia Jonas,Alpha Academy,
2012,Girls,Class 4,200 Meter Dash,14,Glacia Williams,Clarendon College,
2012,Girls,Class 4,200 Meter Dash,15,Chris-Ann Bryan,Wolmer's,
2012,Girls,Class 4,200 Meter Dash,16,Lateisha Clarke,Holmwood Technical High,
2012,Girls,Class 4,200 Meter Dash,17,Amoi Brown,Ocho Rios High,
2012,Girls,Class 4,200 Meter Dash,18,Patrice Watson,Manchester High,
2012,Girls,Class 4,200 Meter Dash,19,Kelly-Ann Downer,St. Andrew High for Girls,
2012,Girls,Class 4,200 Meter Dash,20,Leone Farquharson,Campion College,
2012,Girls,Class 4,200 Meter Dash,21,Shanice Heaven,Herbert Morrison,
2012,Girls,Class 4,200 Meter Dash,22,Cishannie Williams,St. Mary's College,
2012,Girls,Class 4,200 Meter Dash,23,Rhain Chong,Alpha Academy,
