Year,Gender,Class,Event,Rank,Athlete,School,Mark
2014,Boys,Class 1,400 Meter Dash,--,Owayne Russell,Dinthill Technical High,DQ
2014,Boys,Class 1,400 Meter Dash,1,Robin Black,St. Elizabeth Technical High,48.31
2014,Boys,Class 1,400 Meter Dash,2,Rayan Holmes,Edwin Allen High,48.97
2014,Boys,Class 1,400 Meter Dash,3,Delano Rose,Dinthill Technical High,49.29
2014,Boys,Class 1,400 Meter Dash,4,Kenroy Williams,Donald Quarrie High,50.21
2014,Boys,Class 1,400 Meter Dash,5,Bernell Galloway,Kemps Hill High,51.73
2014,Boys,Class 1,400 Meter Dash,6,Travis Alder,Petersfield High,51.88
2014,Boys,Class 1,400 Meter Dash,7,Kahjay Morris,Charlemont High,52.37
2014,Boys,Class 1,400 Meter Dash,--,Junior Brown,Hydel Group of Schools,DNF
2014,Boys,Class 1,400 Meter Dash,1,Caniggia Harriott,Munro College,48.75
2014,Boys,Class 1,400 Meter Dash,2,Jamari Rose,Calabar High School,48.95
2014,Boys,Class 1,400 Meter Dash,3,Demar Weller,Kellits High,49.71
2014,Boys,Class 1,400 Meter Dash,4,Romario Ferron,Hydel Group of Schools,50.01
2014,Boys,Class 1,400 Meter Dash,5,Tevin Hall,May Day High,51.39
2014,Boys,Class 1,400 Meter Dash,6,Tyrone Henry,York Castle High,53.35
2014,Boys,Class 1,400 Meter Dash,7,Andre Ffrench,Tacius Golding High,54.83
2014,Boys,Class 1,400 Meter Dash,--,Tajj Anderson,Titchfield High School,DQ
2014,Boys,Open,Javelin Throw,1,Adrian Mitchell,Calabar High School,53.87m
2014,Boys,Open,Javelin Throw,2,Orlando Thomas,Kingston College,53.56m
2014,Boys,Open,Javelin Throw,3,Orlando Stephenson,Bog Walk High,52.70m
2014,Boys,Open,Javelin Throw,4,Roman Parkes,Edwin Allen High,51.38m
2014,Boys,Open,Javelin Throw,5,Delton Foote,Frome Technical High,51.17m
2014,Boys,Open,Javelin Throw,6,Shandayle Shaw,Hydel Group of Schools,50.04m
2014,Boys,Open,Javelin Throw,7,Ramone Clarke,Mona High,48.27m
2014,Boys,Open,Javelin Throw,8,Sherrick Davis,Jamaica College,46.45m
2014,Boys,Open,Javelin Throw,9,Travan Beckford,St. Jago High,45.92m
2014,Boys,Open,Javelin Throw,10,Shevoy Williams,Lennon High,45.67m
2014,Boys,Open,Javelin Throw,11,Shiaeine Blake,Wolmer's,44.49m
2014,Boys,Open,Javelin Throw,12,Akeem Pennant,Kellits High,39.18m
2014,Boys,Open,Javelin Throw,1,Najair Jackson,Calabar High School,54.48m
2014,Boys,Open,Javelin Throw,2,Devon Spencer,St. Elizabeth Technical High,51.83m
2014,Boys,Open,Javelin Throw,3,Jeremiah Messam,Lennon High,50.78m
2014,Boys,Open,Javelin Throw,4,Adrian Richards,Kingston College,49.27m
2014,Boys,Open,Javelin Throw,5,Kevin Nedrick,Petersfield High,49.15m
2014,Boys,Open,Javelin Throw,6,Mario Gregory,St. Jago High,48.96m
2014,Boys,Open,Javelin Throw,7,Romaine Thompson,Edwin Allen High,45.57m
2014,Boys,Open,Javelin Throw,8,Delarno Beckford,Happy Grove High,45.48m
2014,Boys,Open,Javelin Throw,9,Owen Laylor,Balaclava High,44.78m
2014,Boys,Open,Javelin Throw,10,Linkoy Tucker,Jamaica College,43.22m
2014,Boys,Open,Javelin Throw,11,Haile Hay,St. George's College,42.43m
2014,Boys,Open,Javelin Throw,12,Damarley Daley,Holmwood Technical High,35.90m
2014,Girls,Class 2,400 Meter Dash,1,Tiffany James,Papine High,54.70
2014,Girls,Class 2,400 Meter Dash,2,Semoy Hemmings,Hydel Group of Schools,55.47
2014,Girls,Class 2,400 Meter Dash,3,Andrenette Knight,Vere Technical High,55.73
2014,Girls,Class 2,400 Meter Dash,4,Danielle Thompson,Manchester High,56.43
2014,Girls,Class 2,400 Meter Dash,5,Tamisha Shirley,Tacius Golding High,1:01.97
2014,Girls,Class 2,400 Meter Dash,6,Ramona Dussard,Glenmuir High,1:02.75
2014,Girls,Class 2,400 Meter Dash,--,Kimberly Leach,Wolmer's,DQ
2014,Girls,Class 2,400 Meter Dash,1,Ashley Willliams,Holmwood Technical High,56.48
2014,Girls,Class 2,400 Meter Dash,2,Janiel Moore,Edwin Allen High,57.09
2014,Girls,Class 2,400 Meter Dash,3,Roneisha McGregor,Eltham High,58.28
2014,Girls,Class 2,400 Meter Dash,4,Temera Duncan,St. Andrew High for Girls,59.36
2014,Girls,Class 2,400 Meter Dash,5,Trudy-Ann Williamson,Westwood High School,59.36
2014,Girls,Class 2,400 Meter Dash,6,Abbeygayle Jackson,St. Andrew Technical High,1:04.11
2014,Girls,Class 2,400 Meter Dash,1,Taqece Duggan,Hydel Group of Schools,55.23
2014,Girls,Class 2,400 Meter Dash,2,Segale Brown,Petersfield High,56.05
2014,Girls,Class 2,400 Meter Dash,3,Jezelle Shaw,Spaldings High,57.16
2014,Girls,Class 2,400 Meter Dash,4,Carla Rowe,St. Jago High,57.33
2014,Girls,Class 2,400 Meter Dash,5,Kimberley Watt,Camperdown High,1:01.31
2014,Girls,Class 2,400 Meter Dash,6,Tahnee Watson,Seaforth High,1:04.69
2014,Girls,Class 2,400 Meter Dash,7,Peta-Gaye Clarke,Norman Manley High School,1:12.43
2014,Girls,Class 2,400 Meter Dash,1,Alesha Kelly,Guys Hill High,55.44
2014,Girls,Class 2,400 Meter Dash,2,Shannon Kalawan,Edwin Allen High,55.91
2014,Girls,Class 2,400 Meter Dash,3,Candice Mcleod,Papine High,56.06
2014,Girls,Class 2,400 Meter Dash,4,Shana Deen Bartley,Bellefield High,1:00.06
2014,Girls,Class 2,400 Meter Dash,5,Lovell Evans,St. Mary High,1:00.65
2014,Girls,Class 2,400 Meter Dash,6,Jannetta Wallace,Gaynstead High School,1:01.53
2014,Girls,Class 2,400 Meter Dash,1,Yeashchea Williams,Dinthill Technical High,56.07
2014,Girls,Class 2,400 Meter Dash,2,Nickeisha Grant,Guys Hill High,56.85
2014,Girls,Class 2,400 Meter Dash,3,Shenice Cohen,Holmwood Technical High,57.22
2014,Girls,Class 2,400 Meter Dash,4,Abi-Gaye McTavish,Excelsior High,57.91
2014,Girls,Class 2,400 Meter Dash,5,Devonica Gordon,Tacky High,59.36
2014,Girls,Class 2,400 Meter Dash,6,Debra Wallace,Irwin High,59.52
2014,Girls,Class 2,400 Meter Dash,7,Angielee Jackson,Green Island High,1:02.89
2014,Girls,Class 2,400 Meter Dash,8,Antonette Baxter,St. Hugh's High,1:05.89
2014,Boys,Class 2,400 Meter Dash,1,Nathaniel Bann,Kingston College,49.49
2014,Boys,Class 2,400 Meter Dash,2,Raphael Walker,Seaforth High,50.66
2014,Boys,Class 2,400 Meter Dash,3,Travis Hines,St. Mary Technical,51.20
2014,Boys,Class 2,400 Meter Dash,4,Leonardo Stewart,B. B. Coke High,51.98
2014,Boys,Class 2,400 Meter Dash,5,Rasado Green,York Castle High,52.37
2014,Boys,Class 2,400 Meter Dash,6,Ranoldo Allwood,Annotto Bay High,53.07
2014,Boys,Class 2,400 Meter Dash,7,Leon Gordon,Green Pond High,53.72
2014,Boys,Class 2,400 Meter Dash,8,Romario Thompson,Rusea's High,54.27
2014,Boys,Class 2,400 Meter Dash,1,Anthony Carpenter,Calabar High School,49.49
2014,Boys,Class 2,400 Meter Dash,2,Malik Black,Marcus Garvey Technical High,50.61
2014,Boys,Class 2,400 Meter Dash,3,Shamar Beckford,Muschett High,50.69
2014,Boys,Class 2,400 Meter Dash,4,Darnell Williams,Gaynstead High School,52.92
2014,Boys,Class 2,400 Meter Dash,5,Owen Hyatt,Manchester High,54.80
2014,Boys,Class 2,400 Meter Dash,--,Daymoy Hines,Cedric Titus,DNF
2014,Boys,Class 2,400 Meter Dash,--,Dwayne Grant,Green Island High,DQ
2014,Boys,Class 2,400 Meter Dash,--,Shemar Ennis,Jamaica College,DQ
2014,Boys,Class 2,400 Meter Dash,1,Shamar Barnes,St. Jago High,50.13
2014,Boys,Class 2,400 Meter Dash,2,Orlando Fisher,Green Pond High,50.33
2014,Boys,Class 2,400 Meter Dash,3,Ricardo Henry,Bellefield High,50.43
2014,Boys,Class 2,400 Meter Dash,4,Craig Hyde,St. George's College,51.92
2014,Boys,Class 2,400 Meter Dash,5,Shemar Jones,Greater Portmore,53.34
2014,Boys,Class 2,400 Meter Dash,6,Andre Tinker,Gaynstead High School,54.66
2014,Boys,Class 2,400 Meter Dash,7,Kevaughn Whittaker,Pembrook Hall High,56.12
2014,Boys,Class 2,400 Meter Dash,--,Oshane Campbell,Tacius Golding High,DQ
2014,Boys,Class 2,400 Meter Dash,1,Devaughn Ellington,Petersfield High,49.07
2014,Boys,Class 2,400 Meter Dash,2,Jovan Brown,Wolmer's,50.72
2014,Boys,Class 2,400 Meter Dash,3,Emile Smalling,St. Jago High,51.00
2014,Boys,Class 2,400 Meter Dash,4,Sheldon Smith,Munro College,52.15
2014,Boys,Class 2,400 Meter Dash,5,Lenroy Williams,Hydel Group of Schools,52.23
2014,Boys,Class 2,400 Meter Dash,6,Derron Fisher,Albert Town High,54.37
2014,Boys,Class 2,400 Meter Dash,7,Demar Williams,Lennon High,54.40
2014,Boys,Class 2,400 Meter Dash,--,Tasrico Bell,Iona High School,DQ
2014,Boys,Class 2,400 Meter Dash,1,Dontre'd Williams,Kingston College,49.74
2014,Boys,Class 2,400 Meter Dash,2,Achebe Thompson,Excelsior High,50.90
2014,Boys,Class 2,400 Meter Dash,3,Shemar Chambers,St. George's College,51.27
2014,Boys,Class 2,400 Meter Dash,4,Kristoff Walters,Lacovia High,52.27
2014,Boys,Class 2,400 Meter Dash,5,Francois Virtue,May Day High,52.52
2014,Boys,Class 2,400 Meter Dash,6,Joneil Jones,Dinthill Technical High,52.60
2014,Boys,Class 2,400 Meter Dash,7,Fitzroy Mullings,Green Island High,53.84
2014,Boys,Class 2,400 Meter Dash,8,Aian Miller,St. James High,54.70
2014,Boys,Class 2,400 Meter Dash,1,Leroy Francis,St. Elizabeth Technical High,50.47
2014,Boys,Class 2,400 Meter Dash,2,Ricardo Francis,St. Andrew Technical High,50.83
2014,Boys,Class 2,400 Meter Dash,3,Akeem Thomas,Wolmer's,51.27
2014,Boys,Class 2,400 Meter Dash,4,Phillip Lemonious,Jamaica College,51.66
2014,Boys,Class 2,400 Meter Dash,5,Kamal White,Seaforth High,53.44
2014,Boys,Class 2,400 Meter Dash,6,Alrick Shields,Maggotty High School,55.54
2014,Boys,Class 2,400 Meter Dash,7,Terrique Miller,Glenmuir High,55.94
2014,Boys,Class 2,400 Meter Dash,1,Leonardo Ledgister,St. Elizabeth Technical High,49.87
2014,Boys,Class 2,400 Meter Dash,2,Aykeeme Francis,Calabar High School,49.92
2014,Boys,Class 2,400 Meter Dash,3,Akeem Hurd,Donald Quarrie High,50.62
2014,Boys,Class 2,400 Meter Dash,4,Nicholas Francis,Camperdown High,51.05
2014,Boys,Class 2,400 Meter Dash,5,Dillon Ellis,Bellefield High,52.78
2014,Boys,Class 2,400 Meter Dash,6,Imran Smith,Frome Technical High,52.93
2014,Boys,Class 2,400 Meter Dash,7,Chevon Brooks,Foga Road High,53.71
2014,Boys,Class 2,400 Meter Dash,8,Jevaughn Hewitt,St. Catherine High,54.34
2014,Boys,Class 2,400 Meter Dash,1,Carlo Heath,Manchester High,49.90
2014,Boys,Class 2,400 Meter Dash,2,Delano Thomas,Vauxhall High,50.55
2014,Boys,Class 2,400 Meter Dash,3,Enrique Campbell,Dinthill Technical High,50.75
2014,Boys,Class 2,400 Meter Dash,4,Gregory Blake,Munro College,51.52
2014,Boys,Class 2,400 Meter Dash,5,Santeno Murray,Edith Dalton James,52.60
2014,Boys,Class 2,400 Meter Dash,6,Romaine Gabbidon,Muschett High,52.65
2014,Boys,Class 2,400 Meter Dash,7,Delano Barnes,Little London High,53.10
2014,Boys,Class 2,400 Meter Dash,8,Kevaughn Banton,Albert Town High,56.88
2014,Boys,Open,2000 Meter Steeplechase,1,Obrian Frith,Holmwood Technical High,6:08.61
2014,Boys,Open,2000 Meter Steeplechase,2,Romario Guthrie,St. Elizabeth Technical High,6:18.44
2014,Boys,Open,2000 Meter Steeplechase,3,Leon Cameron,Tacius Golding High,6:20.04
2014,Boys,Open,2000 Meter Steeplechase,4,Dino Rochester,Kingston College,6:20.12
2014,Boys,Open,2000 Meter Steeplechase,5,Winston Freeman,Bellefield High,6:20.60
2014,Boys,Open,2000 Meter Steeplechase,6,Kemar McCallum,Jamaica College,6:34.81
2014,Boys,Open,2000 Meter Steeplechase,7,Omar Robinson,Old Harbour High,7:00.25
2014,Boys,Open,2000 Meter Steeplechase,8,Javel Myrie,Petersfield High,7:02.81
2014,Boys,Open,2000 Meter Steeplechase,9,Carlinton Reid,Calabar High School,7:12.55
2014,Boys,Open,2000 Meter Steeplechase,10,Anthony Johnson,Claude McKay High,7:30.41
2014,Boys,Open,2000 Meter Steeplechase,1,Romario Foote,Kingston College,6:14.18
2014,Boys,Open,2000 Meter Steeplechase,2,Larone Haye,St. Jago High,6:16.19
2014,Boys,Open,2000 Meter Steeplechase,3,Henry Thomas,Central High,6:20.52
2014,Boys,Open,2000 Meter Steeplechase,4,Kemar Ramsay,Holmwood Technical High,6:23.69
2014,Boys,Open,2000 Meter Steeplechase,5,Kamoy Blake,Jamaica College,6:23.77
2014,Boys,Open,2000 Meter Steeplechase,6,Kemar Dixon,Bellefield High,6:29.52
2014,Boys,Open,2000 Meter Steeplechase,7,Damar Hylton,Petersfield High,6:29.65
2014,Boys,Open,2000 Meter Steeplechase,8,Deandre Heath,Tacius Golding High,6:42.16
2014,Boys,Open,2000 Meter Steeplechase,9,Adrian Walker,Calabar High School,6:44.96
2014,Boys,Open,2000 Meter Steeplechase,10,Najaye Stewart,St. Elizabeth Technical High,6:45.20
2014,Boys,Class 2,Long Jump,1,Shammawi Wellington,Kingston College,6.82m
2014,Boys,Class 2,Long Jump,2,Renaldo Richards,Jamaica College,6.59m
2014,Boys,Class 2,Long Jump,3,Alicks Davis,Manning's High,6.49m
2014,Boys,Class 2,Long Jump,4,Alex Robinson,Calabar High School,6.46m
2014,Boys,Class 2,Long Jump,5,Ouekie Wright,St. Elizabeth Technical High,6.39m
2014,Boys,Class 2,Long Jump,6,Tasrico Bell,Iona High School,6.34m
2014,Boys,Class 2,Long Jump,7,Dajon Wright,Manchester High,6.16m
2014,Boys,Class 2,Long Jump,8,Kareem Ferguson,St. Jago High,6.03m
2014,Boys,Class 2,Long Jump,9,Daymoy Hines,Cedric Titus,5.89m
2014,Boys,Class 2,Long Jump,10,Tevin Dunn,Munro College,5.57m
2014,Boys,Class 2,Long Jump,11,Mickel Brooks,Mavis Bank High,5.34m
2014,Boys,Class 2,Long Jump,12,Thorne Buchanan,Excelsior High,5.20m
2014,Boys,Class 2,Long Jump,13,Oggary Martin,Ardenne High,5.12m
2014,Boys,Class 2,Long Jump,1,Lorne Barrett,Campion College,6.77m
2014,Boys,Class 2,Long Jump,2,Alrick Ottey,Cornwall College,6.61m
2014,Boys,Class 2,Long Jump,3,Rashaun Dawkins,St. Jago High,6.58m
2014,Boys,Class 2,Long Jump,4,Lorenzo Cooper,St. George's College,6.48m
2014,Boys,Class 2,Long Jump,5,Sadiki Mcfarlane,Kingston College,6.46m
2014,Boys,Class 2,Long Jump,6,Sadiki Morgan,Wolmer's,6.23m
2014,Boys,Class 2,Long Jump,7,Johni James,Jamaica College,6.22m
2014,Boys,Class 2,Long Jump,7,Dimitri Drysdale,St. Thomas Technical,6.22m
2014,Boys,Class 2,Long Jump,9,Fitzroy Mullings,Green Island High,6.12m
2014,Boys,Class 2,Long Jump,10,Daniel Bogle,Calabar High School,6.04m
2014,Boys,Class 2,Long Jump,11,Urel Campbell,Camperdown High,5.78m
2014,Boys,Class 2,Long Jump,12,Shem Cole,Excelsior High,5.36m
2014,Boys,Class 3,400 Meter Dash,1,Christopher Taylor,Calabar High School,48.72
2014,Boys,Class 3,400 Meter Dash,2,Odane Thomas,Claude McKay High,52.30
2014,Boys,Class 3,400 Meter Dash,3,Chadon Davis,Wolmer's,52.69
2014,Boys,Class 3,400 Meter Dash,4,Johnathan Grant,St. Mary High,54.69
2014,Boys,Class 3,400 Meter Dash,5,Selvin Stewart,St. James High,55.44
2014,Boys,Class 3,400 Meter Dash,6,Shakquor Thompson,Vauxhall High,56.98
2014,Boys,Class 3,400 Meter Dash,7,Mikel Clarke,Jose Marti Technical High,59.48
2014,Boys,Class 3,400 Meter Dash,1,Travis Williams,Gaynstead High School,51.31
2014,Boys,Class 3,400 Meter Dash,2,Malik Shepherd,Wolmer's,53.18
2014,Boys,Class 3,400 Meter Dash,3,Ramone Lindo,Iona High School,54.11
2014,Boys,Class 3,400 Meter Dash,4,Symon Myles,Buff Bay High,54.68
2014,Boys,Class 3,400 Meter Dash,5,Kymani Shaw,Munro College,55.43
2014,Boys,Class 3,400 Meter Dash,6,Gresford Stephens,Jamaica College,55.55
2014,Boys,Class 3,400 Meter Dash,7,An-twain Rowe,Green Pond High,55.98
2014,Boys,Class 3,400 Meter Dash,1,Brandon Heath,Calabar High School,50.61
2014,Boys,Class 3,400 Meter Dash,2,Gary Gordon,St. Jago High,51.04
2014,Boys,Class 3,400 Meter Dash,3,Romel Plummer,Munro College,52.24
2014,Boys,Class 3,400 Meter Dash,4,Keno Johnson,Albert Town High,55.23
2014,Boys,Class 3,400 Meter Dash,5,Dellano Benjamin,Tacky High,57.28
2014,Boys,Class 3,400 Meter Dash,6,Laphaye Collins,Muschett High,59.90
2014,Boys,Class 3,400 Meter Dash,--,Brandon Phillips,Cornwall College,DQ
2014,Boys,Class 3,400 Meter Dash,--,Amechie Allen,Greater Portmore,DQ
2014,Boys,Class 3,400 Meter Dash,1,Javad Black,St. Jago High,52.08
2014,Boys,Class 3,400 Meter Dash,2,Marcus Ewers,Vauxhall High,54.23
2014,Boys,Class 3,400 Meter Dash,3,Ewon Vassell,Kingston College,54.28
2014,Boys,Class 3,400 Meter Dash,4,Enrikess Rowe,Mona High,56.25
2014,Boys,Class 3,400 Meter Dash,5,Desmond Brown,Cornwall College,56.38
2014,Boys,Class 3,400 Meter Dash,6,Shovon Frater,May Day High,58.51
2014,Boys,Class 3,400 Meter Dash,--,Paul Bowen,Grange Hill High,DNF
2014,Boys,Class 3,400 Meter Dash,--,Romario Smith,Bridgeport High,DQ
2014,Boys,Class 3,400 Meter Dash,1,Brandon Bryan,Dinthill Technical High,53.51
2014,Boys,Class 3,400 Meter Dash,2,Devannah Gayle,Spot Valley High,54.06
2014,Boys,Class 3,400 Meter Dash,3,Marquez Facey,Manchester High,55.04
2014,Boys,Class 3,400 Meter Dash,4,Patrick Chamberlain,Marcus Garvey Technical High,57.07
2014,Boys,Class 3,400 Meter Dash,5,Shermike Thompson,Lacovia High,59.12
2014,Boys,Class 3,400 Meter Dash,6,Courtney Lecky,Donald Quarrie High,1:02.89
2014,Boys,Class 3,400 Meter Dash,--,Trevoy Williams,Irwin High,DQ
2014,Boys,Class 3,400 Meter Dash,--,Micah Brown,Meadowbrook High,DQ
2014,Boys,Class 3,400 Meter Dash,1,Kadez Sutherland,Kingston College,52.43
2014,Boys,Class 3,400 Meter Dash,2,Kevon Stone,Godfrey Stewart High,52.49
2014,Boys,Class 3,400 Meter Dash,3,Raheem Russell,Hydel Group of Schools,53.48
2014,Boys,Class 3,400 Meter Dash,4,David Cospito,Jamaica College,55.72
2014,Boys,Class 3,400 Meter Dash,5,Toby Wright,Herbert Morrison,56.12
2014,Boys,Class 3,400 Meter Dash,6,Courtney Lawrence,Petersfield High,57.85
2014,Boys,Class 3,400 Meter Dash,7,Tavaughn Mcdonald,Frome Technical High,1:10.96
2014,Boys,Class 3,400 Meter Dash,--,Dugion Blackman,Dinthill Technical High,DNF
2014,Girls,Class 1,Discus Throw,1,Shadae Lawrence,Hydel Group of Schools,46.03m
2014,Girls,Class 1,Discus Throw,2,Tasha Crosse,Edwin Allen High,40.65m
2014,Girls,Class 1,Discus Throw,3,Latoya Gilding,St. Jago High,39.45m
2014,Girls,Class 1,Discus Throw,4,Shereece Smith,Manchester High,38.65m
2014,Girls,Class 1,Discus Throw,5,Natanya Mcneish,Holmwood Technical High,37.83m
2014,Girls,Class 1,Discus Throw,6,Kristen Deacon,Wolmer's,36.51m
2014,Girls,Class 1,Discus Throw,7,Danielle Masters,Vere Technical High,35.54m
2014,Girls,Class 1,Discus Throw,8,Macy Mcfarlane,Happy Grove High,34.25m
2014,Girls,Class 1,Discus Throw,9,Shenice Williams,Clarendon College,31.58m
