Year,Gender,Class,Event,Rank,Athlete,School,Mark
2017,Girls,Class 4,70 Meter Hurdles,26,Rasheka Andrews,Manning's High,12.04
2017,Girls,Class 4,70 Meter Hurdles,27,Tajuana Morrison,Buff Bay High,12.04
2017,Girls,Class 4,70 Meter Hurdles,28,Jo-Anna Pinnock,St. Andrew Technical High,12.13
2017,Girls,Class 4,70 Meter Hurdles,29,Quemayla Reynolds,Rusea's High,12.32
2017,Girls,Class 4,70 Meter Hurdles,30,Aliyhana Blake,Mona High,12.89
2017,Girls,Class 4,70 Meter Hurdles,31,Amanda Blake,Merl Grove High,14.35
2017,Girls,Class 4,70 Meter Hurdles,32,Shaneil Johnson,Excelsior High,16.55
2017,Girls,Class 4,70 Meter Hurdles,--,Atalya Wallace,Holmwood Technical High,DNF
2017,Girls,Class 3,80 Meter Hurdles,1,Crystal Morrison,St. Jago High,11.30Q
2017,Girls,Class 3,80 Meter Hurdles,2,Dyandra Gray,Holmwood Technical High,11.32Q
2017,Girls,Class 3,80 Meter Hurdles,3,Velecia Williams,Hydel Group of Schools,11.36Q
2017,Girls,Class 3,80 Meter Hurdles,4,Ackera Nugent,Excelsior High,11.42Q
2017,Girls,Class 3,80 Meter Hurdles,5,Lisandra Brown,Edwin Allen High,11.61Q
2017,Girls,Class 3,80 Meter Hurdles,6,Shanice Walsh,St. Catherine High,11.91Q
2017,Girls,Class 3,80 Meter Hurdles,7,Gizel Clayton,Hydel Group of Schools,11.33Q
2017,Girls,Class 3,80 Meter Hurdles,8,Thennelle Williams,St. Jago High,11.51Q
2017,Girls,Class 3,80 Meter Hurdles,9,Njeri Roberts,Camperdown High,11.60Q
2017,Girls,Class 3,80 Meter Hurdles,10,Patreece Clarke,Edwin Allen High,11.63Q
2017,Girls,Class 3,80 Meter Hurdles,11,Yanique White,Vere Technical High,11.75Q
2017,Girls,Class 3,80 Meter Hurdles,12,Valissa Brown,Wolmer's,11.93Q
2017,Girls,Class 3,80 Meter Hurdles,13,Shamel Robinson,Holmwood Technical High,11.77q
2017,Girls,Class 3,80 Meter Hurdles,14,Donnell Hartley,The Queens School,11.80q
2017,Girls,Class 3,80 Meter Hurdles,15,Beyonce Bucknor,Excelsior High,11.95q
2017,Girls,Class 3,80 Meter Hurdles,16,Maia Arnold,Wolmer's,12.02q
2017,Girls,Class 3,80 Meter Hurdles,17,Janela Spencer,Manchester High,12.06
2017,Girls,Class 3,80 Meter Hurdles,18,Jelissa Herman,Immaculate Conception High,12.08
2017,Girls,Class 3,80 Meter Hurdles,19,Marissa Simpson,Clarendon College,12.12
2017,Girls,Class 3,80 Meter Hurdles,20,Rose-Ann Freeman,Buff Bay High,12.18
2017,Girls,Class 3,80 Meter Hurdles,21,Crystal Walker,Alpha Academy,12.18
2017,Girls,Class 3,80 Meter Hurdles,22,Kaniellia Hunter,St. Andrew Technical High,12.29
2017,Girls,Class 3,80 Meter Hurdles,23,Hailie Walker,St. Hugh's High,12.32
2017,Girls,Class 3,80 Meter Hurdles,24,Raevonn Morris,Alpha Academy,12.33
2017,Girls,Class 3,80 Meter Hurdles,25,Felicia Richardson,The Queens School,12.34
2017,Girls,Class 3,80 Meter Hurdles,26,Shantel Goodison,Rusea's High,12.43
2017,Girls,Class 3,80 Meter Hurdles,27,Jadah Hodges,Mt. Alvernia High,12.50
2017,Girls,Class 3,80 Meter Hurdles,28,Beyonce Sinclair,St. Hugh's High,12.52
2017,Girls,Class 3,80 Meter Hurdles,29,Jada Powell,St. Andrew Technical High,12.52
2017,Girls,Class 3,80 Meter Hurdles,30,Jada Mclean,St. Mary High,12.57
2017,Girls,Class 3,80 Meter Hurdles,30,Kimarie Drummond,Manning's High,12.57
2017,Girls,Class 3,80 Meter Hurdles,32,Veanna Reynolds,Mt. Alvernia High,12.79
2017,Girls,Class 3,80 Meter Hurdles,33,Lamoi Nunes,William Knibb Memorial High,12.90
2017,Girls,Class 3,80 Meter Hurdles,34,Sherifa Walford,Camperdown High,12.91
2017,Girls,Class 3,80 Meter Hurdles,35,Rianna Lee,Mona High,12.92
2017,Girls,Class 3,80 Meter Hurdles,36,Horesha Roberts,Gaynstead High School,12.94
2017,Girls,Class 3,80 Meter Hurdles,37,Christal Brown,Herbert Morrison,13.21
2017,Girls,Class 3,80 Meter Hurdles,38,Jamera Scott,Buff Bay High,13.22
2017,Girls,Class 3,80 Meter Hurdles,39,Abigail Gordon,Campion College,13.82
2017,Girls,Class 3,80 Meter Hurdles,40,Shantai Martell,Mona High,16.19
2017,Girls,Class 2,Shot Put,1,Danielle Sloley,Immaculate Conception High,13.18
2017,Girls,Class 2,Shot Put,2,Aliesha Shaw,Rusea's High,13.00
2017,Girls,Class 2,Shot Put,3,Shania Scott,St. Jago High,12.99
2017,Girls,Class 2,Shot Put,4,Christeena Mullings,Mona High,12.71
2017,Girls,Class 2,Shot Put,5,Nerissa Rhule,Camperdown High,12.62
2017,Girls,Class 2,Shot Put,6,Talleen Gordon,Vere Technical High,12.36
2017,Girls,Class 2,Shot Put,7,Shaday Hudson,Holmwood Technical High,12.31
2017,Girls,Class 2,Shot Put,8,Kenisha Thompson,Holmwood Technical High,12.27
2017,Girls,Class 2,Shot Put,9,Anna-Kay Emanuel,St. Jago High,12.25
2017,Girls,Class 2,Shot Put,10,Tyest Bryan,Hydel Group of Schools,12.14
2017,Girls,Class 2,Shot Put,11,Janelle Marsh,Dinthill Technical High,12.10
2017,Girls,Class 2,Shot Put,12,Shanice Brown,Kingston High School,12.07
2017,Girls,Class 2,Shot Put,13,Judeen Aird,Petersfield High,11.98
2017,Girls,Class 2,Shot Put,14,Marie Forbes,Vere Technical High,11.81
2017,Girls,Class 2,Shot Put,15,Melonie Knight,Papine High,11.71
2017,Girls,Class 2,Shot Put,16,Deon Burley,Petersfield High,11.66
2017,Girls,Class 2,Shot Put,17,Patrice Forrest,Hydel Group of Schools,11.63
2017,Girls,Class 2,Shot Put,18,Cadiesha Douglas,Spaldings High,11.62
2017,Girls,Class 2,Shot Put,19,Kimone Reid,Edwin Allen High,11.57
2017,Girls,Class 2,Shot Put,20,Johnelle Johnson,Edwin Allen High,11.42
2017,Girls,Class 2,Shot Put,20,Celine Falconer,St. Andrew Technical High,11.42
2017,Girls,Class 2,Shot Put,22,Daneika Williamson,Alpha Academy,11.21
2017,Girls,Class 2,Shot Put,23,Kimberly Lugg,Excelsior High,11.02
2017,Girls,Class 2,Shot Put,24,Jodi-Ann Champentier,Buff Bay High,10.92
2017,Girls,Class 2,Shot Put,25,Ellinor Ottey,Titchfield High School,10.88
2017,Girls,Class 2,Shot Put,26,Anjuii Cowell,St. Catherine High,10.63
2017,Girls,Class 2,Shot Put,27,Ashley Duffus,St. Catherine High,10.60
2017,Girls,Class 2,Shot Put,28,Janelle Williams,Wolmer's,10.37
2017,Girls,Class 2,Shot Put,29,Kishauna Smith,Merl Grove High,10.29
2017,Girls,Class 2,Shot Put,30,Shanika Edwards,Lacovia High,10.21
2017,Girls,Class 2,100 Meter Hurdles,1,Shanette Allison,Holmwood Technical High,R 13.30Q
2017,Girls,Class 2,100 Meter Hurdles,2,Britany Anderson,Vere Technical High,13.37Q
2017,Girls,Class 2,100 Meter Hurdles,3,Ray-Donna Lee,Hydel Group of Schools,13.51Q
2017,Girls,Class 2,100 Meter Hurdles,4,Daszay Freeman,Manchester High,13.65Q
2017,Girls,Class 2,100 Meter Hurdles,5,Rosealee Cooper,St. Jago High,13.55Q
2017,Girls,Class 2,100 Meter Hurdles,6,Kimeone Mcleod,St. Jago High,13.73Q
2017,Girls,Class 2,100 Meter Hurdles,7,Katherine Barnes,St. Elizabeth Technical High,13.78Q
2017,Girls,Class 2,100 Meter Hurdles,8,Winsome Harris,St. Elizabeth Technical High,13.84Q
2017,Girls,Class 2,100 Meter Hurdles,9,Taffara Rose,Hydel Group of Schools,13.82q
2017,Girls,Class 2,100 Meter Hurdles,10,Antonette Black,Edwin Allen High,13.92q
2017,Girls,Class 2,100 Meter Hurdles,11,Aaliyah Wood,Edwin Allen High,13.92q
2017,Girls,Class 2,100 Meter Hurdles,12,Roxan Foster,Vere Technical High,14.02q
2017,Girls,Class 2,100 Meter Hurdles,13,Kaciann Cowan,Excelsior High,14.06q
2017,Girls,Class 2,100 Meter Hurdles,14,Aliyah Mcdonald,Immaculate Conception High,14.22q
2017,Girls,Class 2,100 Meter Hurdles,15,Kwanda Knight,Holmwood Technical High,14.56q
2017,Girls,Class 2,100 Meter Hurdles,16,Ashley White,Alpha Academy,14.57q
2017,Girls,Class 2,100 Meter Hurdles,17,Angel Cranston,Holy Childhood High,14.65
2017,Girls,Class 2,100 Meter Hurdles,18,Dennene Duffus,Gaynstead High School,14.79
2017,Girls,Class 2,100 Meter Hurdles,19,Tonyan Doiley,Maggotty High School,14.86
2017,Girls,Class 2,100 Meter Hurdles,20,Jamara Watson,Alpha Academy,14.87
2017,Girls,Class 2,100 Meter Hurdles,21,Adanna Wallace,Camperdown High,14.89
2017,Girls,Class 2,100 Meter Hurdles,22,Amanda Mckain,Holy Childhood High,15.20
2017,Girls,Class 2,100 Meter Hurdles,23,Shaina Marks,St. Andrew Technical High,17.93
2017,Girls,Class 2,100 Meter Hurdles,24,Jordian Phillips,Herbert Morrison,31.77
2017,Girls,Class 1,High Jump,1,D'Andra Morris,Camperdown High,1.60
2017,Girls,Class 1,High Jump,1,Rushellee Jones,Excelsior High,1.60
2017,Girls,Class 1,High Jump,1,Lorean Murray,St. Andrew Technical High,1.60
2017,Girls,Class 1,High Jump,1,Shiann Salmon,Hydel Group of Schools,1.60
2017,Girls,Class 1,High Jump,1,Athaliah Boyd,St. Jago High,1.60
2017,Girls,Class 1,High Jump,1,Shania Ingram,Edwin Allen High,1.60
2017,Girls,Class 1,High Jump,1,Keneva Headley,Holmwood Technical High,1.60
2017,Girls,Class 1,High Jump,8,Toni-Ann Farquharson,Wolmer's,1.55
2017,Girls,Class 1,High Jump,8,Shanice Burrell,Titchfield High School,1.55
2017,Girls,Class 1,High Jump,8,Ishara Scarlett,Rusea's High,1.55
2017,Girls,Class 1,High Jump,8,Gianni Miller,St. Andrew Technical High,1.55
2017,Girls,Class 1,High Jump,8,Colistia Baker,Petersfield High,1.55
2017,Girls,Class 1,High Jump,13,Celia Lawson,Ardenne High,1.50
2017,Girls,Class 1,High Jump,13,Abigail Campbell,Mt. Alvernia High,1.50
2017,Girls,Class 1,High Jump,13,Cavel Whitely,Vere Technical High,1.50
2017,Girls,Class 1,High Jump,13,Georgia Clayton,Rusea's High,1.50
2017,Girls,Class 1,High Jump,17,Alyssa Boothe,Belair High,1.45
2017,Girls,Class 1,High Jump,17,Candice Bloomfield,St. Elizabeth Technical High,1.45
2017,Girls,Class 3,800 Meter Run,1,Cheriece Cope,Spaldings High,2:17.21Q
2017,Girls,Class 3,800 Meter Run,2,Jessica Mclean,Edwin Allen High,2:19.12Q
2017,Girls,Class 3,800 Meter Run,3,Rushana Dwyer,Edwin Allen High,2:19.57Q
2017,Girls,Class 3,800 Meter Run,4,Marchell Pearce,Hydel Group of Schools,2:20.20Q
2017,Girls,Class 3,800 Meter Run,5,Aneisha Lawerence,Bellefield High,2:21.36Q
2017,Girls,Class 3,800 Meter Run,6,Samantha Pryce,Holmwood Technical High,2:17.81Q
2017,Girls,Class 3,800 Meter Run,7,Shantay Chamberlain,Mavis Bank High,2:21.77Q
2017,Girls,Class 3,800 Meter Run,8,Sashell Walters,Muschett High,2:22.42Q
2017,Girls,Class 3,800 Meter Run,9,Daniella Deer,Holmwood Technical High,2:22.45Q
2017,Girls,Class 3,800 Meter Run,10,Theresa Graham,Spaldings High,2:23.60Q
2017,Girls,Class 3,800 Meter Run,11,Patrice Facey,Maggotty High School,2:20.99Q
2017,Girls,Class 3,800 Meter Run,12,Angeen Gordon,Cedric Titus,2:22.94Q
2017,Girls,Class 3,800 Meter Run,13,Alecia Young,Vere Technical High,2:22.97Q
2017,Girls,Class 3,800 Meter Run,14,Danalee Brock,Maggotty High School,2:23.72Q
2017,Girls,Class 3,800 Meter Run,15,Shanice Donaldson,Winston Jones High,2:30.47Q
2017,Girls,Class 3,800 Meter Run,16,Alesia Douglas,St. Jago High,2:21.00Q
2017,Girls,Class 3,800 Meter Run,17,Ishauna Reid,Camperdown High,2:23.64Q
2017,Girls,Class 3,800 Meter Run,18,Garriel White,Hydel Group of Schools,2:24.31Q
2017,Girls,Class 3,800 Meter Run,19,Nadiesha Reid,Steer Town Academy,2:27.62Q
2017,Girls,Class 3,800 Meter Run,20,Tavarie Campbell,Merlene Ottey High,2:31.37Q
2017,Girls,Class 3,800 Meter Run,21,Sheniel Palmer,Excelsior High,2:27.18q
2017,Girls,Class 3,800 Meter Run,22,Janet Jackson,Clarendon College,2:29.89q
2017,Girls,Class 3,800 Meter Run,23,Tameka James,Mavis Bank High,2:32.85q
2017,Girls,Class 3,800 Meter Run,24,Damali Dobson,Merl Grove High,2:33.01q
2017,Girls,Class 3,800 Meter Run,25,Kionna Linton,Petersfield High,2:36.67
2017,Girls,Class 3,800 Meter Run,26,Jennifer Christie,St. Hildas High School,2:36.97
2017,Girls,Class 3,800 Meter Run,27,Nicordia Morgan,Manning's High,2:40.19
2017,Girls,Class 3,800 Meter Run,28,Sabriena Thomas,Ewarton High,2:46.10
2017,Girls,Class 3,800 Meter Run,29,Jada Lobbon,The Queens School,2:48.85
2017,Girls,Class 3,800 Meter Run,30,Shanique Thomas,Pembrook Hall High,2:52.03
2017,Girls,Class 2,Long Jump,1,Shade Parr,Hydel Group of Schools,5.66mq
2017,Girls,Class 2,Long Jump,2,Susan Francis,Holmwood Technical High,5.65mq
2017,Girls,Class 2,Long Jump,3,Annia Ashley,Edwin Allen High,5.64mq
2017,Girls,Class 2,Long Jump,4,Monief Heslop,Camperdown High,5.63mq
2017,Girls,Class 2,Long Jump,5,Maricia Spence,Holmwood Technical High,5.61mq
2017,Girls,Class 2,Long Jump,6,Ashalee Brown,Immaculate Conception High,5.59mq
2017,Girls,Class 2,Long Jump,7,Rhianna Phipps,Hydel Group of Schools,5.45mq
2017,Girls,Class 2,Long Jump,8,Toni-Shay Stewart,Manning's High,5.43mq
2017,Girls,Class 2,Long Jump,9,Lotavia Brown,Edwin Allen High,5.40mq
2017,Girls,Class 2,Long Jump,10,Kaciann Cowan,Excelsior High,5.37mq
2017,Girls,Class 2,Long Jump,10,Natasha Dudley,Vere Technical High,5.37mq
2017,Girls,Class 2,Long Jump,12,Kadesha Burke,Vere Technical High,5.34mq
2017,Girls,Class 2,Long Jump,13,Jamani Richards,St. Jago High,5.33mq
2017,Girls,Class 2,Long Jump,14,Kimeone Mcleod,St. Jago High,5.32mq
2017,Girls,Class 2,Long Jump,15,Anelia Martin,St. Catherine High,5.31mq
2017,Girls,Class 2,Long Jump,16,Monique Williams,St. Elizabeth Technical High,5.25m
2017,Girls,Class 2,Long Jump,17,Tannekee Strachan,Wolmer's,5.18m
2017,Girls,Class 2,Long Jump,18,Iman Francis,Gaynstead High School,5.17m
2017,Girls,Class 2,Long Jump,19,Patricia Mclean,St. Andrew Technical High,5.08m
2017,Girls,Class 2,Long Jump,20,Reshma Anderson,Holy Childhood High,5.06m
2017,Girls,Class 2,Long Jump,21,Breanyl Baker,Alpha Academy,5.05m
2017,Girls,Class 2,Long Jump,22,Bryanna Johnson,Merl Grove High,5.04m
2017,Girls,Class 2,Long Jump,23,Shereese Richards,St. Hugh's High,5.02m
2017,Girls,Class 2,Long Jump,24,Shantalee Gayle,The Queens School,4.98m
2017,Girls,Class 2,Long Jump,25,Gavia Beckford,Old Harbour High,4.97m
2017,Girls,Class 2,Long Jump,26,Sasha-Lee Pitter,Irwin High,4.93m
2017,Girls,Class 2,Long Jump,27,Nicole Henry,Buff Bay High,4.75m
2017,Girls,Class 2,Long Jump,28,Aisha Williams,Kingston High School,4.43m
2017,Boys,Class 3,800 Meter Run,1,David Martin,St. Elizabeth Technical High,2:04.51Q
2017,Boys,Class 3,800 Meter Run,2,Omarion Davis,Jamaica College,2:04.81Q
2017,Boys,Class 3,800 Meter Run,3,J'Voughnn Blake,Jamaica College,2:04.92Q
2017,Boys,Class 3,800 Meter Run,4,Giovouni Henry,Kingston College,2:06.83Q
2017,Boys,Class 3,800 Meter Run,5,Tajay Gardner,Munro College,2:04.97Q
2017,Boys,Class 3,800 Meter Run,6,Sean-Paul Jones,St. Jago High,2:05.93Q
2017,Boys,Class 3,800 Meter Run,7,Dante Jackson,Wolmer's,2:07.48Q
2017,Boys,Class 3,800 Meter Run,8,Omario Windett,Spaldings High,2:08.22Q
2017,Boys,Class 3,800 Meter Run,9,Jamar Segree,Petersfield High,2:05.95Q
2017,Boys,Class 3,800 Meter Run,10,Gianni Henry,Kingston College,2:08.42Q
2017,Boys,Class 3,800 Meter Run,11,Tajay Bramwell,St. Elizabeth Technical High,2:08.72Q
2017,Boys,Class 3,800 Meter Run,12,Richardo Thompson,Cornwall College,2:10.13Q
2017,Boys,Class 3,800 Meter Run,13,Mario Brown,Calabar High School,2:06.01q
2017,Boys,Class 3,800 Meter Run,14,Kymani Sterling,Munro College,2:08.45q
2017,Boys,Class 3,800 Meter Run,15,Bryan Cameron,St. Andrew Technical High,2:08.51q
2017,Boys,Class 3,800 Meter Run,16,Omar Spencer,Belmont Academy,2:09.59q
2017,Boys,Class 3,800 Meter Run,17,Saydrian Campbell,Calabar High School,2:10.47
2017,Boys,Class 3,800 Meter Run,18,Ashauni Bleeching,Maggotty High School,2:11.12
2017,Boys,Class 3,800 Meter Run,19,Andre Clarke,St. Jago High,2:12.20
2017,Boys,Class 3,800 Meter Run,20,Craige Johnson,Camperdown High,2:13.48
2017,Boys,Class 3,800 Meter Run,21,Javauli Grant,Charlemont High,2:14.07
2017,Boys,Class 3,800 Meter Run,22,Christobal Wright,Campion College,2:16.37
2017,Boys,Class 3,800 Meter Run,23,Jason Murray,Charlemont High,2:17.00
2017,Boys,Class 3,800 Meter Run,24,Daniel Edwards,Donald Quarrie High,2:18.97
2017,Boys,Class 3,800 Meter Run,25,Leon Chung,Mona High,2:21.74
2017,Boys,Class 3,800 Meter Run,26,Rodriquez Johnson,Holmwood Technical High,2:23.53
2017,Boys,Class 3,800 Meter Run,27,Duane Harvey,St. George's College,2:24.72
2017,Boys,Class 3,800 Meter Run,28,Owen Latchman,Norman Manley High School,2:33.77
2017,Boys,Class 3,800 Meter Run,29,Prince Williams,Vauxhall High,2:48.28
2017,Girls,Class 1,Discus Throw,1,Aiko Jones,Wolmer's,40.91
2017,Girls,Class 1,Discus Throw,2,Fiona Richards,Edwin Allen High,40.05
2017,Girls,Class 1,Discus Throw,3,Sheika Mcpherson,Edwin Allen High,38.43
2017,Girls,Class 1,Discus Throw,4,Shyledeen Smith,Petersfield High,37.21
2017,Girls,Class 1,Discus Throw,5,Avery Pryce,Vere Technical High,36.78
2017,Girls,Class 1,Discus Throw,6,Georgetta Samuels,Holmwood Technical High,36.56
2017,Girls,Class 1,Discus Throw,7,Devia Brown,Hydel Group of Schools,36.49
2017,Girls,Class 1,Discus Throw,8,Gabrielle Bailey,St. Jago High,36.00
2017,Girls,Class 1,Discus Throw,9,Kadian Clarke,Immaculate Conception High,35.72
2017,Girls,Class 1,Discus Throw,10,Tiwani Myles,Rusea's High,34.62
2017,Girls,Class 1,Discus Throw,11,Anikia Dixon,Mt. Alvernia High,34.30
2017,Girls,Class 1,Discus Throw,12,Tamara Thompson,Holmwood Technical High,34.27
2017,Girls,Class 1,Discus Throw,13,Shakira Stewart,St. Jago High,34.13
2017,Girls,Class 1,Discus Throw,14,Kimoy Phillips,Petersfield High,34.05
2017,Girls,Class 1,Discus Throw,15,Ashtina Dobson,Buff Bay High,33.99
2017,Girls,Class 1,Discus Throw,16,Kisean Palmer,Excelsior High,33.83
2017,Girls,Class 1,Discus Throw,17,Masonie Ferguson,Manning's High,33.50
2017,Girls,Class 1,Discus Throw,18,Tavia Ranger,Excelsior High,33.28
2017,Girls,Class 1,Discus Throw,19,Kerrayne Fray,St. Andrew Technical High,33.07
2017,Girls,Class 1,Discus Throw,20,Coya Christie,Wolmer's,32.99
2017,Girls,Class 1,Discus Throw,21,Joda-Lee Johnson,Manchester High,32.57
2017,Girls,Class 1,Discus Throw,22,Annabelle Ellis,Alpha Academy,32.10
2017,Girls,Class 1,Discus Throw,23,Ashley Jarman,Alpha Academy,30.62
2017,Girls,Class 1,Discus Throw,24,Ashley Roberts,St. Mary's College,24.01
2017,Girls,Class 1,Discus Throw,--,Devion Brown,Hydel Group of Schools,FOU
2017,Boys,Class 2,800 Meter Run,1,Kimar Farquharson,Calabar High         R,1:51.26Q
2017,Boys,Class 2,800 Meter Run,2,Tarees Rhoden,Kingston College,1:56.55Q
2017,Boys,Class 2,800 Meter Run,3,Kobe Simpson,Manchester High,1:58.09Q
2017,Boys,Class 2,800 Meter Run,4,Rushane Fullerton,Munro College,1:59.20Q
2017,Boys,Class 2,800 Meter Run,5,Lenord Hall,St. Mary High,2:00.13Q
2017,Boys,Class 2,800 Meter Run,6,Dwight Mason,St. Elizabeth Technical High,2:00.16Q
2017,Boys,Class 2,800 Meter Run,7,Kevroy Venson,Calabar High School,1:56.61Q
2017,Boys,Class 2,800 Meter Run,8,Tevin Evans,St. Andrew Technical High,1:58.13Q
2017,Boys,Class 2,800 Meter Run,9,Marcus Hutchinson,Clarendon College,2:00.07Q
2017,Boys,Class 2,800 Meter Run,10,Rondale Cowan,St. Elizabeth Technical High,2:00.24Q
2017,Boys,Class 2,800 Meter Run,11,Rajeeb Haye,Maggotty High School,2:00.78Q
2017,Boys,Class 2,800 Meter Run,12,Jahari Taylor,Wolmer's,2:01.23Q
2017,Boys,Class 2,800 Meter Run,13,Javier Brown,Jamaica College,1:58.55Q
2017,Boys,Class 2,800 Meter Run,14,Jalando Williams,St. Jago High,2:00.15Q
2017,Boys,Class 2,800 Meter Run,15,Rackeem Davis,Jamaica College,2:00.28Q
2017,Boys,Class 2,800 Meter Run,16,Mark Mclarty,Meadowbrook High,2:00.29Q
2017,Boys,Class 2,800 Meter Run,17,Toby Wright,Herbert Morrison,2:01.84Q
2017,Boys,Class 2,800 Meter Run,18,Keneil Samms,St. Jago High,2:02.40Q
2017,Boys,Class 2,800 Meter Run,19,Jordan Jones,Manchester High,1:59.91q
2017,Boys,Class 2,800 Meter Run,20,Dinnath Whittaker,McGrath High,2:00.89q
2017,Boys,Class 2,800 Meter Run,21,Rajiv Haye,Maggotty High School,2:01.29q
2017,Boys,Class 2,800 Meter Run,22,Jaise Foster,Kingston College,2:01.44q
2017,Boys,Class 2,800 Meter Run,23,Clayon Cooper,St. Mary High,2:02.15q
2017,Boys,Class 2,800 Meter Run,24,Omar Francis,Hydel Group of Schools,2:02.76q
2017,Boys,Class 2,800 Meter Run,25,Taj-Leon Wisdom,Bridgeport High,2:03.12
2017,Boys,Class 2,800 Meter Run,26,Delroy Simms,Lacovia High,2:03.34
2017,Boys,Class 2,800 Meter Run,27,Devoy Campbell,Waterford High School,2:03.41
2017,Boys,Class 2,800 Meter Run,28,Nicardo Minott,Bog Walk High,2:03.43
2017,Boys,Class 2,800 Meter Run,29,Jerome Wray,Meadowbrook High,2:04.53
