Year,Gender,Class,Event,Rank,Athlete,School,Mark
2016,Boys,Open,Javelin Throw,13,Venton Prendegast,Jamaica College,48.65mq
2016,Boys,Open,Javelin Throw,14,Ronque Taylor,St. Elizabeth Technical High,47.31mq
2016,Boys,Open,Javelin Throw,15,Hayden Street,St. Jago High,47.19mq
2016,Boys,Open,Javelin Throw,16,Renaldo Smith,Camperdown High,47.13mq
2016,Boys,Open,Javelin Throw,17,Gabre Reid,Jonathan Grant High,45.26m
2016,Boys,Open,Javelin Throw,18,Reno Mcintosh,St. Andrew Technical High,44.88m
2016,Boys,Open,Javelin Throw,19,Devasco Ricketts,Jamaica College,44.63m
2016,Boys,Open,Javelin Throw,20,Webston Pennant,St. Jago High,44.38m
2016,Boys,Open,Javelin Throw,21,Phillip Graves,Holy Trinity High,43.95m
2016,Boys,Open,Javelin Throw,22,Dayne Bryan,Buff Bay High,43.76m
2016,Boys,Open,Javelin Throw,23,Lloyd Anderson,Kellits High,43.55m
2016,Boys,Open,Javelin Throw,24,Hubert Denton,Bellefield High,42.51m
2016,Boys,Open,Javelin Throw,25,Reardon Grant,Guys Hill High,40.65m
2016,Boys,Open,Javelin Throw,26,Kalvin Brown,Ardenne High,39.30m
2016,Boys,Open,Javelin Throw,27,Rajheim Carby,Munro College,38.82m
2016,Boys,Open,Javelin Throw,28,Kemar Salmon,Titchfield High School,33.73m
2016,Girls,Class 4,70 Meter Hurdles,1,Patreece Clarke,Edwin Allen High,10.74Q
2016,Girls,Class 4,70 Meter Hurdles,2,Abigail Blake,Holy Childhood High,10.83Q
2016,Girls,Class 4,70 Meter Hurdles,3,Gabrielle Matthews,Hydel Group of Schools,10.94Q
2016,Girls,Class 4,70 Meter Hurdles,4,Salieci Myles,Edwin Allen High,11.15Q
2016,Girls,Class 4,70 Meter Hurdles,5,Danae Nembhard,St. Jago High,11.33Q
2016,Girls,Class 4,70 Meter Hurdles,6,Oneka Wilson,Hydel Group of Schools,10.80Q
2016,Girls,Class 4,70 Meter Hurdles,7,Marissa Simpson,Clarendon College,10.93Q
2016,Girls,Class 4,70 Meter Hurdles,8,Dayshanae Hall,St. Jago High,11.27Q
2016,Girls,Class 4,70 Meter Hurdles,9,Donnell Hartley,The Queens School,11.47Q
2016,Girls,Class 4,70 Meter Hurdles,10,Tashanua Houston,Excelsior High,11.61Q
2016,Girls,Class 4,70 Meter Hurdles,11,Jada Powell,St. Andrew High for Girls,11.23q
2016,Girls,Class 4,70 Meter Hurdles,12,Kiara Patterson,Green Pond High,11.36q
2016,Girls,Class 4,70 Meter Hurdles,13,Nhyona Hall,Camperdown High,11.36q
2016,Girls,Class 4,70 Meter Hurdles,14,Iana-Michovani Graham,Wolmer's,11.40q
2016,Girls,Class 4,70 Meter Hurdles,15,Hailie Walker,St. Hugh's High,11.48q
2016,Girls,Class 4,70 Meter Hurdles,16,Lamoi Nunes,William Knibb Memorial High,11.54q
2016,Girls,Class 4,70 Meter Hurdles,17,Kaysha Wright,Excelsior High,11.64
2016,Girls,Class 4,70 Meter Hurdles,18,Kayliegh Shelton,Titchfield High School,11.67
2016,Girls,Class 4,70 Meter Hurdles,19,Shanice Walsh,St. Catherine High,11.74
2016,Girls,Class 4,70 Meter Hurdles,20,Aliyah Level,Holy Childhood High,11.83
2016,Girls,Class 4,70 Meter Hurdles,21,Kimarie Drummond,Manning's High,12.01
2016,Girls,Class 4,70 Meter Hurdles,22,Felicia Richardson,The Queens School,12.03
2016,Girls,Class 4,70 Meter Hurdles,23,Jadah Hodges,Mt. Alvernia High,12.06
2016,Girls,Class 4,70 Meter Hurdles,24,Cayla Wray,Gaynstead High School,12.07
2016,Girls,Class 4,70 Meter Hurdles,25,Suwayne Malcolm,Green Pond High,12.11
2016,Girls,Class 4,70 Meter Hurdles,26,Shaneil Lysight,Immaculate Conception High,12.21
2016,Girls,Class 4,70 Meter Hurdles,27,Nashlee Parkes,Camperdown High,12.38
2016,Girls,Class 4,70 Meter Hurdles,28,Makayla Mchugh,Immaculate Conception High,12.73
2016,Girls,Class 4,70 Meter Hurdles,29,Britney Fuller,Vauxhall High,13.35
2016,Girls,Class 4,70 Meter Hurdles,30,Beyonce Sinclair,St. Hugh's High,13.48
2016,Girls,Class 4,70 Meter Hurdles,--,Raevonn Morris,Alpha Academy,FS
2016,Girls,Class 4,70 Meter Hurdles,--,Jahdel Vassell,Buff Bay High,DNF
2016,Girls,Class 4,70 Meter Hurdles,--,Chantel Williams,Alpha Academy,DNF
2016,Girls,Class 2,Shot Put,1,Avery Pryce,Vere Technical High,13.90mq
2016,Girls,Class 2,Shot Put,2,Ashtina Dobson,Buff Bay High,13.08mq
2016,Girls,Class 2,Shot Put,3,Shania Scott,St. Jago High,12.13mq
2016,Girls,Class 2,Shot Put,4,Kimone Reid,Edwin Allen High,12.08mq
2016,Girls,Class 2,Shot Put,5,Tavoy Housen,Excelsior High,12.03mq
2016,Girls,Class 2,Shot Put,6,Sheika Mcpherson,Edwin Allen High,11.98mq
2016,Girls,Class 2,Shot Put,7,Tyest Bryan,Hydel Group of Schools,11.97mq
2016,Girls,Class 2,Shot Put,7,Shaday Hudson,Holmwood Technical High,11.97mq
2016,Girls,Class 2,Shot Put,9,Anna-Kay Emanuel,St. Jago High,11.79mq
2016,Girls,Class 2,Shot Put,10,Patrice Forrest,Hydel Group of Schools,11.76mq
2016,Girls,Class 2,Shot Put,11,Abigail Wright,Holmwood Technical High,11.75mq
2016,Girls,Class 2,Shot Put,12,Aiko Jones,Wolmer's,11.74mq
2016,Girls,Class 2,Shot Put,13,Neresa Rhule,Camperdown High,11.72mq
2016,Girls,Class 2,Shot Put,14,Ophelia Powell,St. Andrew Technical High,11.71mq
2016,Girls,Class 2,Shot Put,15,Ashley-Ann Miller,St. Andrew Technical High,11.67mq
2016,Girls,Class 2,Shot Put,16,Janelle Marsh,Dinthill Technical High,11.51mq
2016,Girls,Class 2,Shot Put,17,Melonie Knight,Papine High,11.50mq
2016,Girls,Class 2,Shot Put,18,Christeena Mullings,Mona High,11.41m
2016,Girls,Class 2,Shot Put,19,Zinedine Russell,Alpha Academy,11.29m
2016,Girls,Class 2,Shot Put,20,Anjuii Cowell,St. Catherine High,11.26m
2016,Girls,Class 2,Shot Put,21,Trecia Thompson,Kingston High School,10.30m
2016,Girls,Class 2,Shot Put,22,Shanice Brown,Kingston High School,10.25m
2016,Girls,Class 2,Shot Put,23,Jessica Willis,Penwood High School,9.97m
2016,Girls,Class 2,Shot Put,24,Iesha Miller,Muschett High,9.17m
2016,Girls,Class 2,Shot Put,--,Krista-Gaye Leslie,Maggotty High School,ND
2016,Girls,Class 3,80 Meter Hurdles,1,Britany Anderson,Vere Technical High,11.43Q
2016,Girls,Class 3,80 Meter Hurdles,2,Winsome Harris,St. Elizabeth Technical High,11.48Q
2016,Girls,Class 3,80 Meter Hurdles,3,Codesha Lewis,Vere Technical High,11.51Q
2016,Girls,Class 3,80 Meter Hurdles,4,Ackera Nugent,Excelsior High,11.61Q
2016,Girls,Class 3,80 Meter Hurdles,5,Kimeone Mcleod,St. Jago High,11.69Q
2016,Girls,Class 3,80 Meter Hurdles,6,Crystal Morrison,St. Jago High,11.51Q
2016,Girls,Class 3,80 Meter Hurdles,7,Lisandra Brown,Edwin Allen High,11.61Q
2016,Girls,Class 3,80 Meter Hurdles,8,Aaliyah Wood,Edwin Allen High,11.68Q
2016,Girls,Class 3,80 Meter Hurdles,9,Danella Dawkins,Manchester High,11.70Q
2016,Girls,Class 3,80 Meter Hurdles,10,Britney Richardson,Holy Childhood High,11.80Q
2016,Girls,Class 3,80 Meter Hurdles,11,Dyandra Gray,Holmwood Technical High,11.77q
2016,Girls,Class 3,80 Meter Hurdles,12,Jhanel Gordon,Alpha Academy,11.81q
2016,Girls,Class 3,80 Meter Hurdles,13,Velecia Williams,Hydel Group of Schools,11.94q
2016,Girls,Class 3,80 Meter Hurdles,14,Ray-Donna Lee,Hydel Group of Schools,11.97q
2016,Girls,Class 3,80 Meter Hurdles,15,Trishona Bernard,Green Pond High,12.08q
2016,Girls,Class 3,80 Meter Hurdles,16,Shaina Marks,St. Andrew High for Girls,12.12q
2016,Girls,Class 3,80 Meter Hurdles,17,Tamoya Williams,Alpha Academy,12.24
2016,Girls,Class 3,80 Meter Hurdles,18,Njeri Roberts,Camperdown High,12.30
2016,Girls,Class 3,80 Meter Hurdles,19,Ragan-Lei Phillips,The Queens School,12.34
2016,Girls,Class 3,80 Meter Hurdles,20,Beyonce Bucknor,Excelsior High,12.35
2016,Girls,Class 3,80 Meter Hurdles,21,Eilika Lane,Buff Bay High,12.38
2016,Girls,Class 3,80 Meter Hurdles,22,Shanika Ball,Buff Bay High,12.52
2016,Girls,Class 3,80 Meter Hurdles,23,Riana Battick,Immaculate Conception High,12.56
2016,Girls,Class 3,80 Meter Hurdles,24,Valissa Brown,Wolmer's,12.56
2016,Girls,Class 3,80 Meter Hurdles,25,Shamike Gordon,St. Andrew High for Girls,12.71
2016,Girls,Class 3,80 Meter Hurdles,26,Titanya Dyer,Jonathan Grant High,12.80
2016,Girls,Class 3,80 Meter Hurdles,27,Tiana Wilson,Mt. Alvernia High,12.84
2016,Girls,Class 3,80 Meter Hurdles,28,Shamel Robinson,Holmwood Technical High,12.86
2016,Girls,Class 3,80 Meter Hurdles,29,Andreanna Bloomfield,Jonathan Grant High,12.93
2016,Girls,Class 3,80 Meter Hurdles,30,Maia Arnold,Wolmer's,12.97
2016,Girls,Class 3,80 Meter Hurdles,31,Monique Rowe-Carter,Manchester High,13.17
2016,Girls,Class 3,80 Meter Hurdles,32,Martina Johnson,Gaynstead High School,13.33
2016,Girls,Class 3,80 Meter Hurdles,33,Silet Gray,The Queens School,14.24
2016,Girls,Class 3,80 Meter Hurdles,34,Quahana Allen,Green Pond High,14.52
2016,Girls,Class 3,80 Meter Hurdles,35,Veanna Reynolds,Mt. Alvernia High,17.95
2016,Girls,Class 1,High Jump,1,Britny Kerr,Hydel Group of Schools,1.60mq
2016,Girls,Class 1,High Jump,1,Athaliah Boyd,St. Jago High,1.60mq
2016,Girls,Class 1,High Jump,1,Tissanna Hickling,St. Jago High,1.60mq
2016,Girls,Class 1,High Jump,1,Samara Spencer,Hydel Group of Schools,1.60mq
2016,Girls,Class 1,High Jump,1,Gabriel Foster,Alpha Academy,1.60mq
2016,Girls,Class 1,High Jump,1,Colistia Baker,Petersfield High,1.60mq
2016,Girls,Class 1,High Jump,7,Ardeen Walker,St. Andrew Technical High,1.55mq
2016,Girls,Class 1,High Jump,7,Cassandra Wright,Edwin Allen High,1.55mq
2016,Girls,Class 1,High Jump,7,Shanice Burrell,Titchfield High School,1.55mq
2016,Girls,Class 1,High Jump,7,Afiya Dacres,St. Andrew High for Girls,1.55mq
2016,Girls,Class 1,High Jump,7,Antonia Mason,St. Andrew High for Girls,1.55mq
2016,Girls,Class 1,High Jump,12,Bianca Ebanks,Wolmer's,1.50mq
2016,Girls,Class 1,High Jump,12,Saskia Wilks,Edwin Allen High,1.50mq
2016,Girls,Class 1,High Jump,14,Abigail Campbell,Mt. Alvernia High,1.45m
2016,Girls,Class 1,High Jump,--,Innahsuy Malcom,Green Pond High,NH
2016,Girls,Class 1,High Jump,--,Cavell Whitley,Vere Technical High,X1.50m
2016,Girls,Class 1,High Jump,--,Cathilee Mullings,Holmwood Technical High,X1.50m
2016,Girls,Class 1,High Jump,--,Brianna Thomas,Holmwood Technical High,X1.50m
2016,Girls,Class 1,High Jump,--,Gayle-Anna Oswald,Central High,X1.50m
2016,Girls,Class 2,100 Meter Hurdles,1,Shanette Allison,Holmwood Technical High,13.59Q
2016,Girls,Class 2,100 Meter Hurdles,2,Sidney Marshall,Manchester High,13.86Q
2016,Girls,Class 2,100 Meter Hurdles,3,Daszay Freeman,Manchester High,13.92Q
2016,Girls,Class 2,100 Meter Hurdles,4,Joda Campbell,Hydel Group of Schools,14.19Q
2016,Girls,Class 2,100 Meter Hurdles,5,Casheena Chen,Wolmer's,13.94Q
2016,Girls,Class 2,100 Meter Hurdles,6,Khamoy Farquharson,Edwin Allen High,13.97Q
2016,Girls,Class 2,100 Meter Hurdles,7,Amoi Brown,Vere Technical High,14.16Q
2016,Girls,Class 2,100 Meter Hurdles,8,Roxan Foster,Vere Technical High,14.64Q
2016,Girls,Class 2,100 Meter Hurdles,9,Jada Thomas,Immaculate Conception High,14.05q
2016,Girls,Class 2,100 Meter Hurdles,10,Katherine Barnes,St. Elizabeth Technical High,14.11q
2016,Girls,Class 2,100 Meter Hurdles,11,Ruth-Ann Roye,Hydel Group of Schools,14.13q
2016,Girls,Class 2,100 Meter Hurdles,12,Rich-Ann Archer,Alpha Academy,14.34q
2016,Girls,Class 2,100 Meter Hurdles,13,Jamara Watson,Alpha Academy,14.73q
2016,Girls,Class 2,100 Meter Hurdles,14,Lavaun Stephenson,St. Jago High,14.80q
2016,Girls,Class 2,100 Meter Hurdles,15,Adanna Wallace,Camperdown High,14.95q
2016,Girls,Class 2,100 Meter Hurdles,16,Dennene Duffus,Gaynstead High School,15.04q
2016,Girls,Class 2,100 Meter Hurdles,17,Aliyah Mcdonald,Immaculate Conception High,15.12
2016,Girls,Class 2,100 Meter Hurdles,18,Kwanda Knight,Holmwood Technical High,15.15
2016,Girls,Class 2,100 Meter Hurdles,19,Sasheka Lynch,Mt. Alvernia High,15.20
2016,Girls,Class 2,100 Meter Hurdles,20,Nicole Henry,Buff Bay High,15.44
2016,Girls,Class 2,100 Meter Hurdles,21,Kaciann Cowan,Excelsior High,15.49
2016,Girls,Class 2,100 Meter Hurdles,22,Trenee Nelson,The Queens School,15.88
2016,Girls,Class 2,100 Meter Hurdles,--,Jynell Graham,St. Jago High,DNF
2016,Girls,Class 2,Long Jump,1,Annia Ashley,Edwin Allen High,5.68mq
2016,Girls,Class 2,Long Jump,2,Monief Heslop,Camperdown High,5.54mq
2016,Girls,Class 2,Long Jump,3,Shiann Salmon,Hydel Group of Schools,5.50mq
2016,Girls,Class 2,Long Jump,4,Rhain Chong,Alpha Academy,5.44mq
2016,Girls,Class 2,Long Jump,5,Kimone Shaw,St. Jago High,5.42mq
2016,Girls,Class 2,Long Jump,5,Anelia Martin,St. Catherine High,5.42mq
2016,Girls,Class 2,Long Jump,7,Keneva Headley,Holmwood Technical High,5.38mq
2016,Girls,Class 2,Long Jump,8,Lorean Murray,St. Andrew High for Girls,5.36mq
2016,Girls,Class 2,Long Jump,9,Sankyaw Tulloch,Tacius Golding High,5.34mq
2016,Girls,Class 2,Long Jump,10,Yanique Dayle,Hydel Group of Schools,5.31mq
2016,Girls,Class 2,Long Jump,11,Hadiya Gray,St. Andrew Technical High,5.30mq
2016,Girls,Class 2,Long Jump,12,Susan Francis,Holmwood Technical High,5.28mq
2016,Girls,Class 2,Long Jump,13,Leone Farquharson,Campion College,5.27m
2016,Girls,Class 2,Long Jump,14,Myesha Nott,Rusea's High,5.24m
2016,Girls,Class 2,Long Jump,15,D'Andra Morris,Camperdown High,5.23m
2016,Girls,Class 2,Long Jump,16,Adrianna Miller,St. Elizabeth Technical High,5.19m
2016,Girls,Class 2,Long Jump,17,Ruthanne Mcclymont,Manchester High,5.18m
2016,Girls,Class 2,Long Jump,18,Iman Francis,Gaynstead High School,5.15m
2016,Girls,Class 2,Long Jump,19,Kacean Ferguson,St. Andrew Technical High,5.10m
2016,Girls,Class 2,Long Jump,20,Georgia Clayton,Rusea's High,5.07m
2016,Girls,Class 2,Long Jump,21,Tanique Cameron,Edwin Allen High,5.02m
2016,Girls,Class 2,Long Jump,22,Rushellee Jones,Buff Bay High,4.97m
2016,Girls,Class 2,Long Jump,23,Kay-C Hewitt,Bellefield High,4.95m
2016,Girls,Class 2,Long Jump,24,T-Anna Dawkins,Vere Technical High,4.93m
2016,Girls,Class 2,Long Jump,25,Britaney Campbell,The Queens School,4.85m
2016,Girls,Class 2,Long Jump,26,Kristina Davis,St. Andrew High for Girls,4.42m
2016,Girls,Class 2,Long Jump,27,Tannekee Strachan,Wolmer's,4.36m
2016,Girls,Class 2,Long Jump,--,Zinedine Russell,Alpha Academy,ND
2016,Girls,Class 3,400 Meter Dash,1,Shonnon Brown,Camperdown High,56.40Q
2016,Girls,Class 3,400 Meter Dash,2,Tatten Thawe,Hydel Group of Schools,56.67Q
2016,Girls,Class 3,400 Meter Dash,3,Janielle Josephs,St. Andrew High for Girls,56.89Q
2016,Girls,Class 3,400 Meter Dash,4,Selisa Palmer,Edwin Allen High,57.46Q
2016,Girls,Class 3,400 Meter Dash,5,Daniella Deer,Holmwood Technical High,57.63Q
2016,Girls,Class 3,400 Meter Dash,6,Jada Martin,Hydel Group of Schools,57.68Q
2016,Girls,Class 3,400 Meter Dash,7,Joanne Reid,St. Jago High,57.77Q
2016,Girls,Class 3,400 Meter Dash,8,Raneeka Cain,Papine High,58.01Q
2016,Girls,Class 3,400 Meter Dash,9,Monique Brown,Edwin Allen High,56.95Q
2016,Girls,Class 3,400 Meter Dash,10,Dorian Nelson,Excelsior High,57.26Q
2016,Girls,Class 3,400 Meter Dash,11,Abbigayle Ferron,Vere Technical High,58.38Q
2016,Girls,Class 3,400 Meter Dash,12,Tiana Lugg,Alpha Academy,58.39Q
2016,Girls,Class 3,400 Meter Dash,13,Shenell Tucker,Alpha Academy,58.43Q
2016,Girls,Class 3,400 Meter Dash,14,Shanice Brooks,Lacovia High,58.44Q
2016,Girls,Class 3,400 Meter Dash,15,Porshai Palmer,Excelsior High,59.42Q
2016,Girls,Class 3,400 Meter Dash,16,Kelsey Christian,Wolmer's,59.65Q
2016,Girls,Class 3,400 Meter Dash,17,Rita Henry,Holmwood Technical High,58.62q
2016,Girls,Class 3,400 Meter Dash,18,Celine Campbell,St. Mary High,58.75q
2016,Girls,Class 3,400 Meter Dash,19,Michka-Mae Hyde,St. Andrew High for Girls,59.12q
2016,Girls,Class 3,400 Meter Dash,20,Latefa Pinnock,Wolmer's,59.30q
2016,Girls,Class 3,400 Meter Dash,21,Johnelle Thomas,Vere Technical High,59.46q
2016,Girls,Class 3,400 Meter Dash,22,Mackaela Fraser,St. Jago High,59.66q
2016,Girls,Class 3,400 Meter Dash,23,Aaliyah Myrie,Immaculate Conception High,1:00.11q
2016,Girls,Class 3,400 Meter Dash,24,Serena Daley,Manchester High,1:00.13q
2016,Girls,Class 3,400 Meter Dash,25,Shavanise Cox,Rhodes Hall High,1:00.16
2016,Girls,Class 3,400 Meter Dash,26,Terisa Allen,Guys Hill High,1:00.30
2016,Girls,Class 3,400 Meter Dash,27,Mickaliliah Vassell,Waterford High School,1:00.69
2016,Girls,Class 3,400 Meter Dash,28,Letanya Mcdonald,Green Island High,1:00.95
2016,Girls,Class 3,400 Meter Dash,29,Annalee Robinson,Denbigh High,1:01.46
2016,Girls,Class 3,400 Meter Dash,30,Amanda Neil,St. Mary's College,1:02.36
2016,Girls,Class 3,400 Meter Dash,31,Saraijah Porth,Mt. Alvernia High,1:02.38
2016,Girls,Class 3,400 Meter Dash,32,Cleona Welch,Central High,1:02.85
2016,Girls,Class 3,400 Meter Dash,33,Danalee Brock,Maggotty High School,1:02.86
2016,Girls,Class 3,400 Meter Dash,34,Subrena Mcgregor,Bog Walk High,1:02.89
2016,Girls,Class 3,400 Meter Dash,35,Ayesha Jarrett,York Castle High,1:03.41
2016,Girls,Class 3,400 Meter Dash,36,Kayse-Ann Jones,St. Elizabeth Technical High,1:03.45
2016,Girls,Class 3,400 Meter Dash,37,Tyshauna Fisher,Mona High,1:03.67
2016,Girls,Class 3,400 Meter Dash,38,Kacy-Ann Smith,Foga Road High,1:03.86
2016,Girls,Class 3,400 Meter Dash,39,Amanda Bell,Ewarton High,1:03.93
2016,Girls,Class 3,400 Meter Dash,40,Titanya Dyer,Jonathan Grant High,1:04.33
2016,Girls,Class 3,400 Meter Dash,41,Roxcene Sterling,Morant Bay High,1:04.60
2016,Girls,Class 3,400 Meter Dash,42,Mahalia Smith,Marcus Garvey Technical High,1:04.67
2016,Girls,Class 3,400 Meter Dash,43,Rassheniya Johnson,Green Pond High,1:04.82
2016,Girls,Class 3,400 Meter Dash,44,Tissanie Powell,Frome Technical High,1:05.17
2016,Girls,Class 3,400 Meter Dash,45,Toni-Ann Lindsay,Bridgeport High,1:05.59
2016,Girls,Class 3,400 Meter Dash,46,Amoy Foster,Christiana High,1:05.62
2016,Girls,Class 3,400 Meter Dash,47,Ashea Ellis,Ferncourt High,1:05.82
2016,Girls,Class 3,400 Meter Dash,48,Shannakay Mccarthy,Meadowbrook High,1:05.86
2016,Girls,Class 3,400 Meter Dash,49,Ashantia Clarke,Gaynstead High School,1:06.35
2016,Girls,Class 3,400 Meter Dash,50,Allayah Henry,St. Catherine High,1:07.68
2016,Girls,Class 3,400 Meter Dash,51,Shahine Broderick,May Day High,1:13.03
2016,Girls,Class 3,400 Meter Dash,--,Tavasha Hall,Petersfield High,DQ
2016,Girls,Class 3,400 Meter Dash,--,Shanoi Powell,St. Mary High,DQ
2016,Girls,Class 3,400 Meter Dash,--,Shannon Robinson,Spaldings High,DQ
2016,Girls,Class 3,400 Meter Dash,--,Kashina Morgan,Lacovia High,DQ
2016,Girls,Class 3,400 Meter Dash,1,Joanne Reid,St. Jago High,56.38Q
2016,Girls,Class 3,400 Meter Dash,2,Daniella Deer,Holmwood Technical High,56.75Q
2016,Girls,Class 3,400 Meter Dash,3,Selisa Palmer,Edwin Allen High,56.85Q
2016,Girls,Class 3,400 Meter Dash,4,Shonnon Brown,Camperdown High,56.76Q
2016,Girls,Class 3,400 Meter Dash,5,Dorian Nelson,Excelsior High,56.90Q
2016,Girls,Class 3,400 Meter Dash,6,Tatten Thawe,Hydel Group of Schools,57.51Q
2016,Girls,Class 3,400 Meter Dash,7,Janielle Josephs,St. Andrew Technical High,57.21q
2016,Girls,Class 3,400 Meter Dash,8,Jada Martin,Hydel Group of Schools,57.45q
2016,Girls,Class 3,400 Meter Dash,9,Abbigayle Ferron,Vere Technical High,58.45
2016,Girls,Class 3,400 Meter Dash,10,Monique Brown,Edwin Allen High,58.65
2016,Girls,Class 3,400 Meter Dash,11,Shanice Brooks,Lacovia High,59.30
2016,Girls,Class 3,400 Meter Dash,12,Rita Henry,Holmwood Technical High,59.33
2016,Girls,Class 3,400 Meter Dash,13,Kelsey Christian,Wolmer's,59.77
2016,Girls,Class 3,400 Meter Dash,14,Johnelle Thomas,Vere Technical High,59.83
2016,Girls,Class 3,400 Meter Dash,15,Raneeka Cain,Papine High,1:00.21
2016,Girls,Class 3,400 Meter Dash,16,Shenell Tucker,alpha,1:00.70
2016,Girls,Class 3,400 Meter Dash,17,Aaliyah Myrie,Immaculate Conception High,1:00.94
2016,Girls,Class 3,400 Meter Dash,18,Serena Daley,Manchester High,1:01.00
2016,Girls,Class 3,400 Meter Dash,19,Latefa Pinnock,Wolmer's,1:01.14
2016,Girls,Class 3,400 Meter Dash,20,Celine Campbell,St. Mary High,1:01.22
2016,Girls,Class 3,400 Meter Dash,21,Michka Mae Hyde,St. Andrew Technical High,1:01.82
2016,Girls,Class 3,400 Meter Dash,22,Porshai Palmer,Excelsior High,1:02.04
2016,Girls,Class 3,400 Meter Dash,23,Mackaela Fraser,St. Jago High,1:03.75
2016,Girls,Class 3,400 Meter Dash,--,Tiana Lugg,alpha,DNF
2016,Girls,Class 3,400 Meter Dash,1,Joanne Reid,St. Jago High,55.63
2016,Girls,Class 3,400 Meter Dash,2,Selisa Palmer,Edwin Allen High,55.97
2016,Girls,Class 3,400 Meter Dash,3,Dorian Nelson,Excelsior High,56.43
2016,Girls,Class 3,400 Meter Dash,4,Daniella Deer,Holmwood Technical High,56.58
2016,Girls,Class 3,400 Meter Dash,5,Jada Martin,Hydel Group of Schools,57.82
2016,Girls,Class 3,400 Meter Dash,6,Tatten Thawe,Hydel Group of Schools,58.24
2016,Girls,Class 3,400 Meter Dash,7,Shonnon Brown,Camperdown High,59.55
2016,Girls,Class 3,400 Meter Dash,8,Janielle Josephs,St. Andrew Technical High,1:07.21
2016,Boys,Class 3,400 Meter Dash,1,Shanthamoi Brown,Kingston College,51.64Q
2016,Boys,Class 3,400 Meter Dash,2,Daniel Binns,Herbert Morrison,52.66Q
2016,Boys,Class 3,400 Meter Dash,3,Devante Heywood,Munro College,52.09Q
2016,Boys,Class 3,400 Meter Dash,4,Cjay Whyte,Rhodes Hall High,52.74Q
2016,Boys,Class 3,400 Meter Dash,5,Zidane Brown,Glenmuir High,52.17Q
2016,Boys,Class 3,400 Meter Dash,6,Jahari Taylor,Wolmer's,52.76Q
2016,Boys,Class 3,400 Meter Dash,7,Devontie Archer,Excelsior High,53.66q
