Age,AgeGroup,Class,Event,EventNumber,Finals,Gender,Heat,MeetDate,MeetName,Name,Rank,Team,TeamType,Wind,OrigTeamName
18,,,3000 Meter Run,Event 1,14:08.62,Women,None,2017-01-14,Jaaa Puma Development Meet,Shamique Peterkin,24,Manchester High,,,Manchester High
14,,,3000 Meter Run,Event 1,14:51.02,Women,None,2017-01-14,Jaaa Puma Development Meet,Natalia Jonson,25,Irwin High,,,Irwin High School
15,,,3000 Meter Run,Event 1,NT,Women,None,2017-01-14,Jaaa Puma Development Meet,Bobeisha Walters,--,Thompson Town High,,,Thompson Town
,,,3000 Meter Run,Event 1,NT,Women,None,2017-01-14,Jaaa Puma Development Meet,Nariesha Warren,--,Petersfield High,,,Petersfield
12,,,3000 Meter Run,Event 1,NT,Women,None,2017-01-14,Jaaa Puma Development Meet,Crystal Coke,--,The Queens School,,,The Queens
,,Open,5000 Meter Run,Event 2,16:03.72A,Men,2,2017-01-14,Jaaa Puma Development Meet,Oshane Archibald,1,GC Foster College,,,GC Foster College
,,Open,5000 Meter Run,Event 2,16:07.09A,Men,2,2017-01-14,Jaaa Puma Development Meet,Garfield Gordon,2,Mavis Bank High,,,Mavis Bank High
,,Open,5000 Meter Run,Event 2,16:48.66A,Men,2,2017-01-14,Jaaa Puma Development Meet,Shemar Salmon,3,St. Elizabeth Technical High,,,St. Elizabet
18,,Open,5000 Meter Run,Event 2,17:18.69A,Men,2,2017-01-14,Jaaa Puma Development Meet,Ackeen Colley,4,Rusea's High,,,Ruseas High
18,,Open,5000 Meter Run,Event 2,17:18.94A,Men,2,2017-01-14,Jaaa Puma Development Meet,Shaquille Onfroy,5,Holmwood Technical High,,,Holmwood Tec
,,Open,5000 Meter Run,Event 2,17:24.61A,Men,1,2017-01-14,Jaaa Puma Development Meet,Denvare Robinson,6,St. Elizabeth Technical High,,,St. Elizabet
,,Open,5000 Meter Run,Event 2,17:35.12A,Men,2,2017-01-14,Jaaa Puma Development Meet,Larone Haye,7,GC Foster College,,,GC Foster College
17,,Open,5000 Meter Run,Event 2,17:51.05A,Men,2,2017-01-14,Jaaa Puma Development Meet,Shaun Richards,8,Mavis Bank High,,,Mavis Bank High
15,,Open,5000 Meter Run,Event 2,17:51.06A,Men,1,2017-01-14,Jaaa Puma Development Meet,Richmond Jones,9,Manchester High,,,Manchester High
18,,Open,5000 Meter Run,Event 2,17:54.05A,Men,2,2017-01-14,Jaaa Puma Development Meet,Amiel Thomas,10,edwin allen boys,,,edwin allen boys
18,,Open,5000 Meter Run,Event 2,18:08.06B,Men,1,2017-01-14,Jaaa Puma Development Meet,Romar Mundle,11,Bellefield High,,,Bellefield
16,,Open,5000 Meter Run,Event 2,18:26.55B,Men,1,2017-01-14,Jaaa Puma Development Meet,Nickoy Harding,12,Rhodes Hall High,,,Rhodes Hall
16,,Open,5000 Meter Run,Event 2,18:27.36B,Men,1,2017-01-14,Jaaa Puma Development Meet,Aj Sweeney,13,edwin allen boys,,,edwin allen boys
18,,Open,5000 Meter Run,Event 2,18:35.72B,Men,2,2017-01-14,Jaaa Puma Development Meet,Shamar Legister,14,Holmwood Technical High,,,Holmwood Tec
16,,Open,5000 Meter Run,Event 2,18:38.03B,Men,1,2017-01-14,Jaaa Puma Development Meet,Devon Senior,15,Mavis Bank High,,,Mavis Bank High
16,,Open,5000 Meter Run,Event 2,19:02.06,Men,1,2017-01-14,Jaaa Puma Development Meet,Christopher Morgan,16,B. B. Coke High,,,B B Coke
18,,Open,5000 Meter Run,Event 2,19:02.73,Men,1,2017-01-14,Jaaa Puma Development Meet,Dwayne Reid,17,May Day High,,,May Day High
13,,Open,5000 Meter Run,Event 2,19:11.54,Men,1,2017-01-14,Jaaa Puma Development Meet,Jadau Burke,18,Aberdeen High School,,,Aberdeen Hig
15,,Open,5000 Meter Run,Event 2,19:29.76,Men,1,2017-01-14,Jaaa Puma Development Meet,Derrick Tyme,19,Christiana High,,,Christiana High
16,,Open,5000 Meter Run,Event 2,20:00.30,Men,2,2017-01-14,Jaaa Puma Development Meet,Akeem Tomlin,20,Bellefield High,,,Bellefield
14,,Open,5000 Meter Run,Event 2,20:06.03,Men,1,2017-01-14,Jaaa Puma Development Meet,Quwayne Reid,21,Holmwood Technical High,,,Holmwood Tec
15,,Open,5000 Meter Run,Event 2,20:08.76,Men,1,2017-01-14,Jaaa Puma Development Meet,Devonte Smith,22,Central High,,,Central High
16,,Open,5000 Meter Run,Event 2,20:29.09,Men,1,2017-01-14,Jaaa Puma Development Meet,Rashane Mcpherson,23,May Day High,,,May Day High
17,,Open,5000 Meter Run,Event 2,21:03.59,Men,2,2017-01-14,Jaaa Puma Development Meet,Chadroy Legister,24,Christiana High,,,Christiana High
16,,Open,5000 Meter Run,Event 2,21:04.66,Men,2,2017-01-14,Jaaa Puma Development Meet,Derron Walcott,25,Albert Town High,,,Albert Town
16,,Open,5000 Meter Run,Event 2,21:07.37,Men,2,2017-01-14,Jaaa Puma Development Meet,Jonte Smart,26,Rusea's High,,,Ruseas High
16,,Open,5000 Meter Run,Event 2,NT,Men,1,2017-01-14,Jaaa Puma Development Meet,Peter Dufus,--,Tacius Golding High,,,Tacius Golding
14,,Open,5000 Meter Run,Event 2,NT,Men,1,2017-01-14,Jaaa Puma Development Meet,Sharor Scott,--,Tacius Golding High,,,Tacius Golding
13,,Open,5000 Meter Run,Event 2,NT,Men,1,2017-01-14,Jaaa Puma Development Meet,Zockrie Chambers,--,Aberdeen High School,,,Aberdeen Hig
17,,Open,5000 Meter Run,Event 2,NT,Men,1,2017-01-14,Jaaa Puma Development Meet,Tajay Bryan,--,Tacius Golding High,,,Tacius Golding
16,,Open,5000 Meter Run,Event 2,NT,Men,1,2017-01-14,Jaaa Puma Development Meet,Matthew Williams,--,Tacius Golding High,,,Tacius Golding
12,,Class 4,200 Meter Dash,Event 3,23.78,Girls,3,2017-01-14,Jaaa Puma Development Meet,Tina Clayton,1,Edwin Allen High,,6.9,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,24.74,Girls,4,2017-01-14,Jaaa Puma Development Meet,Alliyan Blair,2,St. Jago High,,4.3,St. Jago
12,,Class 4,200 Meter Dash,Event 3,24.89,Girls,3,2017-01-14,Jaaa Puma Development Meet,Brianna Lyston,3,St. Jago High,,6.9,St. Jago
12,,Class 4,200 Meter Dash,Event 3,24.92,Girls,8,2017-01-14,Jaaa Puma Development Meet,Britney Johnson,4,Edwin Allen High,,6.6,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,25.24A,Girls,10,2017-01-14,Jaaa Puma Development Meet,Ashia Martin,5,Edwin Allen High,,0.3,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,25.28,Girls,7,2017-01-14,Jaaa Puma Development Meet,Rickianna Russell,6,Holmwood Technical High,,7.8,Holmwood Tec
,,Class 4,200 Meter Dash,Event 3,25.38,Girls,1,2017-01-14,Jaaa Puma Development Meet,Shakeilia Green,7,St. Elizabeth Technical High,,2.2,St. Elizabet
12,,Class 4,200 Meter Dash,Event 3,25.38,Girls,5,2017-01-14,Jaaa Puma Development Meet,Serena Cole,8,Edwin Allen High,,3.5,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,25.42,Girls,6,2017-01-14,Jaaa Puma Development Meet,Anntonique Johnson,9,The Queens School,,6.9,The Queens
11,,Class 4,200 Meter Dash,Event 3,25.62,Girls,15,2017-01-14,Jaaa Puma Development Meet,Dekanya Webb,10,Wolmer's,,3.6,Wolmers Girl
12,,Class 4,200 Meter Dash,Event 3,25.83,Girls,1,2017-01-14,Jaaa Puma Development Meet,Kay-Lagay Clarke,11,St. Jago High,,2.2,St. Jago
12,,Class 4,200 Meter Dash,Event 3,25.84,Girls,2,2017-01-14,Jaaa Puma Development Meet,Leanna Lewis,12,Edwin Allen High,,4.4,Edwin Allen
,,Class 4,200 Meter Dash,Event 3,25.96,Girls,14,2017-01-14,Jaaa Puma Development Meet,Alexis James,13,Petersfield High,,3.0,Petersfield
11,,Class 4,200 Meter Dash,Event 3,25.99,Girls,4,2017-01-14,Jaaa Puma Development Meet,Brianna Watt,14,Edwin Allen High,,4.3,Edwin Allen
,,Class 4,200 Meter Dash,Event 3,26.07,Girls,4,2017-01-14,Jaaa Puma Development Meet,Aleisha Robinson,15,St. Elizabeth Technical High,,4.3,St. Elizabet
12,,Class 4,200 Meter Dash,Event 3,26.08A,Girls,9,2017-01-14,Jaaa Puma Development Meet,Jenay Mcneil,16,Knox College,,1.5,Knox College
12,,Class 4,200 Meter Dash,Event 3,26.10,Girls,8,2017-01-14,Jaaa Puma Development Meet,Henriesha Barrett,17,Holmwood Technical High,,6.6,Holmwood Tec
12,,Class 4,200 Meter Dash,Event 3,26.15,Girls,6,2017-01-14,Jaaa Puma Development Meet,Alishia Mckenzzie,18,Edwin Allen High,,6.9,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,26.16A,Girls,9,2017-01-14,Jaaa Puma Development Meet,Tawana Howell,19,Edwin Allen High,,1.5,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,26.25,Girls,12,2017-01-14,Jaaa Puma Development Meet,Kamesha Graham,20,Mona High,,2.5,Mona High School
12,,Class 4,200 Meter Dash,Event 3,26.30,Girls,7,2017-01-14,Jaaa Puma Development Meet,Adrianna Watson,21,Edwin Allen High,,7.8,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,26.51,Girls,7,2017-01-14,Jaaa Puma Development Meet,Alecia Williams,22,St. Jago High,,7.8,St. Jago
11,,Class 4,200 Meter Dash,Event 3,26.54,Girls,2,2017-01-14,Jaaa Puma Development Meet,Kenillia Francis,23,The Queens School,,4.4,The Queens
12,,Class 4,200 Meter Dash,Event 3,26.63,Girls,11,2017-01-14,Jaaa Puma Development Meet,Breanna Bryan,24,Mona High,,9.9,Mona High School
12,,Class 4,200 Meter Dash,Event 3,26.63,Girls,5,2017-01-14,Jaaa Puma Development Meet,Jada Blake,25,Manchester High,,3.5,Manchester High
12,,Class 4,200 Meter Dash,Event 3,26.68,Girls,13,2017-01-14,Jaaa Puma Development Meet,Abrianna Thompson,26,Papine High,,6.6,Papine High School
11,,Class 4,200 Meter Dash,Event 3,26.71,Girls,12,2017-01-14,Jaaa Puma Development Meet,Rasheika Byfield,27,lacovia high,,2.5,lacovia high
12,,Class 4,200 Meter Dash,Event 3,26.78,Girls,2,2017-01-14,Jaaa Puma Development Meet,Leojai Hibbert,28,St. Jago High,,4.4,St. Jago
12,,Class 4,200 Meter Dash,Event 3,26.93,Girls,1,2017-01-14,Jaaa Puma Development Meet,Jemima Mills,29,The Queens School,,2.2,The Queens
12,,Class 4,200 Meter Dash,Event 3,26.94,Girls,5,2017-01-14,Jaaa Puma Development Meet,Chrystal Shaw,30,The Queens School,,3.5,The Queens
12,,Class 4,200 Meter Dash,Event 3,26.95,Girls,5,2017-01-14,Jaaa Puma Development Meet,Tonecia Levy,31,St. Jago High,,3.5,St. Jago
11,,Class 4,200 Meter Dash,Event 3,26.98,Girls,12,2017-01-14,Jaaa Puma Development Meet,Annelie Waite,32,Spaldings High,,2.5,Spalding Hig
12,,Class 4,200 Meter Dash,Event 3,27.00,Girls,15,2017-01-14,Jaaa Puma Development Meet,Tadavea Williams,33,Edwin Allen High,,3.6,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,27.12,Girls,6,2017-01-14,Jaaa Puma Development Meet,Janah Hilton,34,St. Jago High,,6.9,St. Jago
12,,Class 4,200 Meter Dash,Event 3,27.14,Girls,13,2017-01-14,Jaaa Puma Development Meet,Krystyna Constantine,35,Wolmer's,,6.6,Wolmers Girl
12,,Class 4,200 Meter Dash,Event 3,27.20,Girls,3,2017-01-14,Jaaa Puma Development Meet,Nydia Chance,36,Rusea's High,,6.9,Ruseas High
12,,Class 4,200 Meter Dash,Event 3,27.30,Girls,11,2017-01-14,Jaaa Puma Development Meet,Cerene Gray,37,Waterford High School,,9.9,Waterford
,,Class 4,200 Meter Dash,Event 3,27.30,Girls,3,2017-01-14,Jaaa Puma Development Meet,Rasheema Lindo,38,St. Elizabeth Technical High,,6.9,St. Elizabet
,,Class 4,200 Meter Dash,Event 3,27.31,Girls,7,2017-01-14,Jaaa Puma Development Meet,Imani Lambert,39,The Queens School,,7.8,The Queens
12,,Class 4,200 Meter Dash,Event 3,27.34,Girls,8,2017-01-14,Jaaa Puma Development Meet,Tamiya Swaby,40,Papine High,,6.6,Papine High School
12,,Class 4,200 Meter Dash,Event 3,27.39,Girls,4,2017-01-14,Jaaa Puma Development Meet,Breanna Gooden,41,Rusea's High,,4.3,Ruseas High
12,,Class 4,200 Meter Dash,Event 3,27.43,Girls,11,2017-01-14,Jaaa Puma Development Meet,Kishay Rowe,42,Spaldings High,,9.9,Spalding Hig
12,,Class 4,200 Meter Dash,Event 3,27.59,Girls,8,2017-01-14,Jaaa Puma Development Meet,Ashle Forbes,43,The Queens School,,6.6,The Queens
11,,Class 4,200 Meter Dash,Event 3,27.65,Girls,1,2017-01-14,Jaaa Puma Development Meet,Sheveina Mcdowell,44,Rusea's High,,2.2,Ruseas High
12,,Class 4,200 Meter Dash,Event 3,27.65,Girls,5,2017-01-14,Jaaa Puma Development Meet,Daviel Alcott,45,Maggotty High School,,3.5,Maggotty
12,,Class 4,200 Meter Dash,Event 3,27.73,Girls,14,2017-01-14,Jaaa Puma Development Meet,Aajah Edwards,46,Wolmer's,,3.0,Wolmers Girl
12,,Class 4,200 Meter Dash,Event 3,27.77,Girls,8,2017-01-14,Jaaa Puma Development Meet,Abigail Martin,47,St. Jago High,,6.6,St. Jago
11,,Class 4,200 Meter Dash,Event 3,27.78,Girls,4,2017-01-14,Jaaa Puma Development Meet,Ashantae Brown,48,The Queens School,,4.3,The Queens
12,,Class 4,200 Meter Dash,Event 3,27.80,Girls,1,2017-01-14,Jaaa Puma Development Meet,Aaliyah Rennie,49,Westwood High School,,2.2,Westwood
,,Class 4,200 Meter Dash,Event 3,27.83,Girls,14,2017-01-14,Jaaa Puma Development Meet,Ashanta Smith,50,St. Elizabeth Technical High,,3.0,St. Elizabet
12,,Class 4,200 Meter Dash,Event 3,27.85,Girls,15,2017-01-14,Jaaa Puma Development Meet,Jaydene Forde,51,Manchester High,,3.6,Manchester High
12,,Class 4,200 Meter Dash,Event 3,27.96,Girls,7,2017-01-14,Jaaa Puma Development Meet,Oneika Brissett,52,St. James High,,7.8,St James High
12,,Class 4,200 Meter Dash,Event 3,28.02,Girls,8,2017-01-14,Jaaa Puma Development Meet,Jada Bailey,53,St. James High,,6.6,St James High
,,Class 4,200 Meter Dash,Event 3,28.03,Girls,16,2017-01-14,Jaaa Puma Development Meet,Nelecia Parchment,54,Newell High,,7.5,Newell High School
13,,Class 4,200 Meter Dash,Event 3,28.05,Girls,8,2017-01-14,Jaaa Puma Development Meet,Vanessa Forbes,55,Vere Technical High,,6.6,Vere Tech
12,,Class 4,200 Meter Dash,Event 3,28.07,Girls,11,2017-01-14,Jaaa Puma Development Meet,Trina Myers,56,Knockalva Technical,,9.9,Knockalva
12,,Class 4,200 Meter Dash,Event 3,28.08,Girls,1,2017-01-14,Jaaa Puma Development Meet,Sanyae Gibson,57,Edwin Allen High,,2.2,Edwin Allen
12,,Class 4,200 Meter Dash,Event 3,28.27,Girls,11,2017-01-14,Jaaa Puma Development Meet,Shakera Clarke,58,lacovia high,,9.9,lacovia high
12,,Class 4,200 Meter Dash,Event 3,28.27,Girls,11,2017-01-14,Jaaa Puma Development Meet,Leana Brown,58,William Knibb Memorial High,,9.9,William knibb
13,,Class 4,200 Meter Dash,Event 3,28.32,Girls,15,2017-01-14,Jaaa Puma Development Meet,Donique Dacers,60,Hydel Group of Schools,,3.6,Hydel High School
,,Class 4,200 Meter Dash,Event 3,28.34,Girls,8,2017-01-14,Jaaa Puma Development Meet,Briana Thompson,61,St. Elizabeth Technical High,,6.6,St. Elizabet
13,,Class 4,200 Meter Dash,Event 3,28.49,Girls,13,2017-01-14,Jaaa Puma Development Meet,Kayla Kelly,62,Spanish Town High,,6.6,Spainsh town high
12,,Class 4,200 Meter Dash,Event 3,28.49,Girls,3,2017-01-14,Jaaa Puma Development Meet,Asia Williams,63,The Queens School,,6.9,The Queens
13,,Class 4,200 Meter Dash,Event 3,28.50,Girls,16,2017-01-14,Jaaa Puma Development Meet,Moggy-Ann Anderson,64,Bellefield High,,7.5,Bellefield
12,,Class 4,200 Meter Dash,Event 3,28.52,Girls,5,2017-01-14,Jaaa Puma Development Meet,Cherice Johnson,65,Spaldings High,,3.5,Spalding Hig
12,,Class 4,200 Meter Dash,Event 3,28.56,Girls,2,2017-01-14,Jaaa Puma Development Meet,Subrina Williams,66,Belmont Academy,,4.4,Belmont Academy
12,,Class 4,200 Meter Dash,Event 3,28.66B,Girls,9,2017-01-14,Jaaa Puma Development Meet,Ashanta Appleton,67,Manchester High,,1.5,Manchester High
12,,Class 4,200 Meter Dash,Event 3,28.70B,Girls,9,2017-01-14,Jaaa Puma Development Meet,Sashana Swaby,68,St. Hildas High School,,1.5,St. Hildas
13,,Class 4,200 Meter Dash,Event 3,28.74,Girls,4,2017-01-14,Jaaa Puma Development Meet,Jada Pete Jarrett,69,Frome Technical High,,4.3,Frome Tech
12,,Class 4,200 Meter Dash,Event 3,28.79,Girls,13,2017-01-14,Jaaa Puma Development Meet,Niomi Simms,70,Thompson Town High,,6.6,Thompson Town
,,Class 4,200 Meter Dash,Event 3,28.85,Girls,6,2017-01-14,Jaaa Puma Development Meet,Sharakay Powell,71,St. Elizabeth Technical High,,6.9,St. Elizabet
12,,Class 4,200 Meter Dash,Event 3,28.89,Girls,16,2017-01-14,Jaaa Puma Development Meet,Sascanna Laidlaw,72,Central High,,7.5,Central High
11,,Class 4,200 Meter Dash,Event 3,28.90,Girls,12,2017-01-14,Jaaa Puma Development Meet,Romona Hedman,73,Waterford High School,,2.5,Waterford
12,,Class 4,200 Meter Dash,Event 3,28.95,Girls,6,2017-01-14,Jaaa Puma Development Meet,Samantha Slater,74,Spaldings High,,6.9,Spalding Hig
12,,Class 4,200 Meter Dash,Event 3,28.99,Girls,15,2017-01-14,Jaaa Puma Development Meet,Naudia Hibbert,75,Central High,,3.6,Central High
12,,Class 4,200 Meter Dash,Event 3,29.07,Girls,6,2017-01-14,Jaaa Puma Development Meet,Gabrielle Brown,76,Westwood High School,,6.9,Westwood
11,,Class 4,200 Meter Dash,Event 3,29.07,Girls,13,2017-01-14,Jaaa Puma Development Meet,Kimona Levy,76,Aberdeen High School,,6.6,Aberdeen Hig
12,,Class 4,200 Meter Dash,Event 3,29.13,Girls,10,2017-01-14,Jaaa Puma Development Meet,Abigail Mclean,78,Mavis Bank High,,0.3,Mavis Bank High
,,Class 4,200 Meter Dash,Event 3,29.14,Girls,2,2017-01-14,Jaaa Puma Development Meet,Nicole Nish,79,St. Elizabeth Technical High,,4.4,St. Elizabet
12,,Class 4,200 Meter Dash,Event 3,29.24,Girls,3,2017-01-14,Jaaa Puma Development Meet,Kenya Mclaren,80,Westwood High School,,6.9,Westwood
12,,Class 4,200 Meter Dash,Event 3,29.25,Girls,12,2017-01-14,Jaaa Puma Development Meet,Sahnta Carey,81,Dinthill Technical High,,2.5,Dinthill Tec
12,,Class 4,200 Meter Dash,Event 3,29.28,Girls,14,2017-01-14,Jaaa Puma Development Meet,Mikayla Powell,82,Belmont Academy,,3.0,Belmont Academy
12,,Class 4,200 Meter Dash,Event 3,29.29,Girls,16,2017-01-14,Jaaa Puma Development Meet,Shantoy Fagon,83,Winston Jones High,,7.5,Winston Jones High
13,,Class 4,200 Meter Dash,Event 3,29.36,Girls,2,2017-01-14,Jaaa Puma Development Meet,Carolyn Hudson,84,Rusea's High,,4.4,Ruseas High
11,,Class 4,200 Meter Dash,Event 3,29.50,Girls,16,2017-01-14,Jaaa Puma Development Meet,Chadavia Carter,85,St. Jago High,,7.5,St. Jago
12,,Class 4,200 Meter Dash,Event 3,29.53,Girls,9,2017-01-14,Jaaa Puma Development Meet,Zaida Johnson,86,The Queens School,,1.5,The Queens
13,,Class 4,200 Meter Dash,Event 3,29.57,Girls,13,2017-01-14,Jaaa Puma Development Meet,Tasha White,87,Knockalva Technical,,6.6,Knockalva
13,,Class 4,200 Meter Dash,Event 3,29.77,Girls,12,2017-01-14,Jaaa Puma Development Meet,Juan Gordon,88,Tacius Golding High,,2.5,Tacius Golding
12,,Class 4,200 Meter Dash,Event 3,29.85,Girls,16,2017-01-14,Jaaa Puma Development Meet,Jadalee Calder,89,Pembrook Hall High,,7.5,Pembroke Hall
,,Class 4,200 Meter Dash,Event 3,29.95,Girls,7,2017-01-14,Jaaa Puma Development Meet,Victoria Brown,90,St. Elizabeth Technical High,,7.8,St. Elizabet
12,,Class 4,200 Meter Dash,Event 3,30.01,Girls,14,2017-01-14,Jaaa Puma Development Meet,Chelsi Waite,91,Knox College,,3.0,Knox College
13,,Class 4,200 Meter Dash,Event 3,30.05,Girls,5,2017-01-14,Jaaa Puma Development Meet,Janiel Segree,92,Westwood High School,,3.5,Westwood
12,,Class 4,200 Meter Dash,Event 3,30.13,Girls,12,2017-01-14,Jaaa Puma Development Meet,Chrisy Glanville,93,William Knibb Memorial High,,2.5,William knibb
12,,Class 4,200 Meter Dash,Event 3,30.15,Girls,15,2017-01-14,Jaaa Puma Development Meet,Jusonia Daley,94,B. B. Coke High,,3.6,B B Coke
12,,Class 4,200 Meter Dash,Event 3,30.16,Girls,5,2017-01-14,Jaaa Puma Development Meet,Ashari Smith,95,St. Elizabeth Technical High,,3.5,St. Elizabet
13,,Class 4,200 Meter Dash,Event 3,30.17,Girls,16,2017-01-14,Jaaa Puma Development Meet,Rheanna Darling,96,Christiana High,,7.5,Christiana High
12,,Class 4,200 Meter Dash,Event 3,30.20,Girls,10,2017-01-14,Jaaa Puma Development Meet,Keneace Mcleod,97,Knox College,,0.3,Knox College
12,,Class 4,200 Meter Dash,Event 3,30.25,Girls,14,2017-01-14,Jaaa Puma Development Meet,Lusonia Leach,98,St. James High,,3.0,St James High
12,,Class 4,200 Meter Dash,Event 3,30.27,Girls,6,2017-01-14,Jaaa Puma Development Meet,Brittany Coke,99,Maggotty High School,,6.9,Maggotty
12,,Class 4,200 Meter Dash,Event 3,30.37,Girls,9,2017-01-14,Jaaa Puma Development Meet,Onesia Mitchelle,100,Irwin High,,1.5,Irwin High School
12,,Class 4,200 Meter Dash,Event 3,30.47,Girls,15,2017-01-14,Jaaa Puma Development Meet,Amoy Mccauley,101,Rhodes Hall High,,3.6,Rhodes Hall
11,,Class 4,200 Meter Dash,Event 3,30.81,Girls,13,2017-01-14,Jaaa Puma Development Meet,Denesha Beckford,102,Belmont Academy,,6.6,Belmont Academy
12,,Class 4,200 Meter Dash,Event 3,31.02,Girls,12,2017-01-14,Jaaa Puma Development Meet,Janiel Simmonds,103,Knockalva Technical,,2.5,Knockalva
12,,Class 4,200 Meter Dash,Event 3,31.03,Girls,7,2017-01-14,Jaaa Puma Development Meet,Queshando-Marie Daley,104,Papine High,,7.8,Papine High School
12,,Class 4,200 Meter Dash,Event 3,31.10,Girls,4,2017-01-14,Jaaa Puma Development Meet,Afreeka Smith,105,Belmont Academy,,4.3,Belmont Academy
12,,Class 4,200 Meter Dash,Event 3,31.12,Girls,16,2017-01-14,Jaaa Puma Development Meet,Kerice White,106,May Day High,,7.5,May Day High
12,,Class 4,200 Meter Dash,Event 3,31.12,Girls,11,2017-01-14,Jaaa Puma Development Meet,Gabrielle Edwards,106,Dinthill Technical High,,9.9,Dinthill Tec
11,,Class 4,200 Meter Dash,Event 3,31.16,Girls,2,2017-01-14,Jaaa Puma Development Meet,Ariana Hudson,108,Westwood High School,,4.4,Westwood
12,,Class 4,200 Meter Dash,Event 3,31.22,Girls,9,2017-01-14,Jaaa Puma Development Meet,Patrana Nelson,109,Mavis Bank High,,1.5,Mavis Bank High
