Age,AgeGroup,Class,Event,EventNumber,Finals,Gender,Heat,MeetDate,MeetName,Name,Rank,Team,TeamType,Wind,OrigTeamName
13,,Class 3,100 Meter Hurdles,Event 3,19.6h,Boys,None,2017-02-11,Milo Western Relays,Kevanie Wood,3,Merlene Ottey High,,-1.9,Merlene Ottey
,,Open,100 Meter Hurdles,Event 4,15.06,Women,None,2017-02-11,Milo Western Relays,Natasha Russell,1,GC Foster College,,-1.0,G.C Foster College
,,Class 1,100 Meter Hurdles,Event 5,13.66R,Girls,None,2017-02-11,Milo Western Relays,Trishauna Hemmings,1,Hydel Group of Schools,,NWI,Hydel High School
17,,Class 1,100 Meter Hurdles,Event 5,13.93R,Girls,None,2017-02-11,Milo Western Relays,Janeek Brown,2,Wolmer's,,NWI,Wolmers Girls
,,Class 1,100 Meter Hurdles,Event 5,14.48,Girls,None,2017-02-11,Milo Western Relays,Chaneal Harris,3,Hydel Group of Schools,,NWI,Hydel High School
17,,Class 1,100 Meter Hurdles,Event 5,18.62,Girls,None,2017-02-11,Milo Western Relays,Marney Mussenden,4,Rusea's High,,NWI,Ruseas High
,,Class 2,100 Meter Hurdles,Event 6,13.5hR,Girls,None,2017-02-11,Milo Western Relays,Ray-Donna Lee,1,Hydel Group of Schools,,NWI,Hydel High School
16,,Class 2,100 Meter Hurdles,Event 6,13.7hR,Girls,None,2017-02-11,Milo Western Relays,Daszay Freeman,2,Manchester High,,NWI,Manchester
,,Class 2,100 Meter Hurdles,Event 6,14.5h,Girls,None,2017-02-11,Milo Western Relays,Tafarra Rose,3,Hydel Group of Schools,,NWI,Hydel High School
15,,Class 2,100 Meter Hurdles,Event 6,17.0h,Girls,None,2017-02-11,Milo Western Relays,Monique Carter-Rowe,4,Manchester High,,NWI,Manchester
13,,Class 3,80 Meter Hurdles,Event 7,11.33R,Girls,1,2017-02-11,Milo Western Relays,Valissa Brown,1,Wolmer's,,0.1,Wolmers Girls
12,,Class 3,80 Meter Hurdles,Event 7,11.96,Girls,1,2017-02-11,Milo Western Relays,Patreece Clarke,2,Edwin Allen High,,0.1,Edwin Allen
,,Class 3,80 Meter Hurdles,Event 7,11.98,Girls,1,2017-02-11,Milo Western Relays,Velecia Williams,3,Hydel Group of Schools,,0.1,Hydel High School
,,Class 3,80 Meter Hurdles,Event 7,12.21,Girls,2,2017-02-11,Milo Western Relays,Gizel Clayton,4,Hydel Group of Schools,,-0.1,Hydel High School
13,,Class 3,80 Meter Hurdles,Event 7,12.81,Girls,1,2017-02-11,Milo Western Relays,Janels Spencer,5,Manchester High,,0.1,Manchester
,,Class 3,80 Meter Hurdles,Event 7,13.21,Girls,2,2017-02-11,Milo Western Relays,Veanna Reynolds,6,Mt. Alvernia High,,-0.1,Mount Alvernia
12,,Class 3,80 Meter Hurdles,Event 7,13.22,Girls,1,2017-02-11,Milo Western Relays,Shantel Goodison,7,Rusea's High,,0.1,Ruseas High
13,,Class 3,80 Meter Hurdles,Event 7,13.23,Girls,2,2017-02-11,Milo Western Relays,Abigail Blake,8,Wolmer's,,-0.1,Wolmers Girls
,,Class 3,80 Meter Hurdles,Event 7,13.66,Girls,1,2017-02-11,Milo Western Relays,Jadah Hodges,9,Mt. Alvernia High,,0.1,Mount Alvernia
12,,Class 3,80 Meter Hurdles,Event 7,13.87,Girls,2,2017-02-11,Milo Western Relays,Shenel Mullings,10,Rusea's High,,-0.1,Ruseas High
,,Class 3,80 Meter Hurdles,Event 7,14.38,Girls,2,2017-02-11,Milo Western Relays,Lamoi Nunes,11,William Knibb Memorial High,,-0.1,William Knibb
13,,Class 3,80 Meter Hurdles,Event 7,14.74,Girls,2,2017-02-11,Milo Western Relays,Michalia Cowan,12,Manchester High,,-0.1,Manchester
,,Class 3,80 Meter Hurdles,Event 7,17.73,Girls,2,2017-02-11,Milo Western Relays,Santanna Perkins,13,St. James High,,-0.1,St. James High
13,,Class 3,80 Meter Hurdles,Event 7,17.84,Girls,1,2017-02-11,Milo Western Relays,Altoniea Hylton,14,Irwin High,,0.1,Irwin High School
14,,Class 3,80 Meter Hurdles,Event 7,NT,Girls,2,2017-02-11,Milo Western Relays,Kenisha Greenwood,--,Edwin Allen High,,-0.1,Edwin Allen
,,Class 4,70 Meter Hurdles,Event 8,11.34,Girls,1,2017-02-11,Milo Western Relays,Shanoya Pottinger,1,Hydel Group of Schools,,-0.2,Hydel High School
12,,Class 4,70 Meter Hurdles,Event 8,11.49,Girls,2,2017-02-11,Milo Western Relays,Tadavea Williams,2,Edwin Allen High,,-2.4,Edwin Allen
,,Class 4,70 Meter Hurdles,Event 8,11.50,Girls,2,2017-02-11,Milo Western Relays,Najeeka Brown,3,Hydel Group of Schools,,-2.4,Hydel High School
12,,Class 4,70 Meter Hurdles,Event 8,11.59,Girls,1,2017-02-11,Milo Western Relays,Adrianna Watson,4,Edwin Allen High,,-0.2,Edwin Allen
11,,Class 4,70 Meter Hurdles,Event 8,11.70,Girls,1,2017-02-11,Milo Western Relays,Brianna Watt,5,Edwin Allen High,,-0.2,Edwin Allen
,,Class 4,70 Meter Hurdles,Event 8,11.76,Girls,1,2017-02-11,Milo Western Relays,Paula-Marie Brown,6,Mt. Alvernia High,,-0.2,Mount Alvernia
,,Class 4,70 Meter Hurdles,Event 8,12.15,Girls,1,2017-02-11,Milo Western Relays,Chole Mae Wilks,7,Wolmer's,,-0.2,Wolmers Girls
12,,Class 4,70 Meter Hurdles,Event 8,12.15,Girls,2,2017-02-11,Milo Western Relays,Leanna Lewis,7,Edwin Allen High,,-2.4,Edwin Allen
,,Class 4,70 Meter Hurdles,Event 8,12.19,Girls,2,2017-02-11,Milo Western Relays,Britney Lorman,9,Mt. Alvernia High,,-2.4,Mount Alvernia
12,,Class 4,70 Meter Hurdles,Event 8,13.22,Girls,1,2017-02-11,Milo Western Relays,Quemayla Reynolds,10,Rusea's High,,-0.2,Ruseas High
,,Class 4,70 Meter Hurdles,Event 8,15.22,Girls,2,2017-02-11,Milo Western Relays,Therry-Lee Reid,11,St. James High,,-2.4,St. James High
,,Open,400 Meter Hurdles,Event 9,58.65,Women,None,2017-02-11,Milo Western Relays,Ronda Whyte,1,Sprintec Track Club,,,Sprintec
15,,Open,400 Meter Hurdles,Event 9,59.72,Women,None,2017-02-11,Milo Western Relays,Kwanda Knight,2,Holmwood Technical High,,,Holmwood
15,,Open,400 Meter Hurdles,Event 9,1:04.42,Women,None,2017-02-11,Milo Western Relays,Terice Steen,3,Rusea's High,,,Ruseas High
15,,Open,400 Meter Hurdles,Event 9,1:05.94,Women,None,2017-02-11,Milo Western Relays,Derrangello Ellis,4,Wolmer's,,,Wolmers Girls
14,,Open,400 Meter Hurdles,Event 9,1:07.94,Women,None,2017-02-11,Milo Western Relays,Shamel Robinson,5,Holmwood Technical High,,,Holmwood
17,,Open,400 Meter Hurdles,Event 9,1:09.62,Women,None,2017-02-11,Milo Western Relays,Shamique Peterkin,6,Manchester High,,,Manchester
,,Open,400 Meter Hurdles,Event 10,52.47,Men,3,2017-02-11,Milo Western Relays,Marzel Miller,1,GC Foster College,,,G.C Foster College
,,Open,400 Meter Hurdles,Event 10,54.36,Men,3,2017-02-11,Milo Western Relays,Kemario Eldemire,2,GC Foster College,,,G.C Foster College
,,Open,400 Meter Hurdles,Event 10,54.37,Men,3,2017-02-11,Milo Western Relays,Evon Duhaney,3,GC Foster College,,,G.C Foster College
20,,Open,400 Meter Hurdles,Event 10,55.69,Men,3,2017-02-11,Milo Western Relays,Romario Dixon,4,Exed Community College,,,EXED
15,,Open,400 Meter Hurdles,Event 10,56.14,Men,2,2017-02-11,Milo Western Relays,Rovane Williams,5,Rhodes Hall High,,,Rhodes Hall
,,Open,400 Meter Hurdles,Event 10,56.17,Men,3,2017-02-11,Milo Western Relays,Jonah Morgan,6,U W I,,,U W I
,,Open,400 Meter Hurdles,Event 10,57.34,Men,3,2017-02-11,Milo Western Relays,Oshaine Levy,7,U W I,,,U W I
,,Open,400 Meter Hurdles,Event 10,57.44,Men,3,2017-02-11,Milo Western Relays,Nicholas Norman,8,U W I,,,U W I
16,,Open,400 Meter Hurdles,Event 10,57.63,Men,2,2017-02-11,Milo Western Relays,Achebe Thompson,9,Excelsior High,,,XLCR
,,Open,400 Meter Hurdles,Event 10,58.33,Men,1,2017-02-11,Milo Western Relays,Renado Richards,10,S T E T H S,,,S T E T H S
16,,Open,400 Meter Hurdles,Event 10,58.65,Men,1,2017-02-11,Milo Western Relays,Sean Kalawan,11,Petersfield High,,,Petersfield High
18,,Open,400 Meter Hurdles,Event 10,59.24,Men,3,2017-02-11,Milo Western Relays,Kristoff Thompson,12,Church Teachers,,,Church
19,,Open,400 Meter Hurdles,Event 10,59.45,Men,2,2017-02-11,Milo Western Relays,Corville Senior,13,Church Teachers,,,Church
17,,Open,400 Meter Hurdles,Event 10,59.53,Men,1,2017-02-11,Milo Western Relays,Stevin Brown,14,Muschett High,,,Muschett High
17,,Open,400 Meter Hurdles,Event 10,59.77,Men,2,2017-02-11,Milo Western Relays,Rod Stewart,15,Petersfield High,,,Petersfield High
14,,Open,400 Meter Hurdles,Event 10,1:00.42,Men,1,2017-02-11,Milo Western Relays,Shamar Brown,16,Christiana High,,,Christiana
,,Open,400 Meter Hurdles,Event 10,1:01.93,Men,2,2017-02-11,Milo Western Relays,Thorne Fearon,17,UTECH Track,,,Utech Track Club
,,Open,400 Meter Hurdles,Event 10,1:02.65,Men,1,2017-02-11,Milo Western Relays,Alshaine Waite,18,Holmwood Technical High,,,Holmwood
14,,Open,400 Meter Hurdles,Event 10,1:04.06,Men,2,2017-02-11,Milo Western Relays,Jahville Henningham,19,St. James High,,,St. James High
,,Open,400 Meter Hurdles,Event 10,1:04.09,Men,2,2017-02-11,Milo Western Relays,Craig Robinson,20,C M I,,,C M I
17,,Open,400 Meter Hurdles,Event 10,1:05.66,Men,2,2017-02-11,Milo Western Relays,Paul Lawrence,21,Green Island High,,,Green Island High
16,,Open,400 Meter Hurdles,Event 10,1:06.05,Men,1,2017-02-11,Milo Western Relays,Kyle Scott,22,Green Island High,,,Green Island High
15,,Open,400 Meter Hurdles,Event 10,1:08.72,Men,1,2017-02-11,Milo Western Relays,Mickoy Foster,23,B. B. Coke High,,,Bb. Coke
,,Open,400 Meter Hurdles,Event 10,1:12.56,Men,1,2017-02-11,Milo Western Relays,Tyree Fearon,24,Claude McKay High,,,Claude Makay
17,,Open,800 Meter Run,Event 11,1:55.94,Men,2,2017-02-11,Milo Western Relays,Ackeen Colley,1,Rusea's High,,,Ruseas High
,,Open,800 Meter Run,Event 11,1:57.77,Men,2,2017-02-11,Milo Western Relays,Shadane Chambers,2,Petersfield High,,,Petersfield High
20,,Open,800 Meter Run,Event 11,2:01.78,Men,1,2017-02-11,Milo Western Relays,Keinann Pryce,3,Exed Community College,,,EXED
15,,Open,800 Meter Run,Event 11,2:02.09,Men,2,2017-02-11,Milo Western Relays,Richard Brown,4,Rusea's High,,,Ruseas High
,,Open,800 Meter Run,Event 11,2:02.15,Men,1,2017-02-11,Milo Western Relays,Owen Campbell,5,Green Island High,,,Green Island High
17,,Open,800 Meter Run,Event 11,2:03.53,Men,1,2017-02-11,Milo Western Relays,Kerol Manning,6,Grange Hill High,,,Grange Hill High
16,,Open,800 Meter Run,Event 11,2:04.37,Men,1,2017-02-11,Milo Western Relays,Tyrie Alexander,7,Cedric Titus,,,Cedric Titus High
17,,Open,800 Meter Run,Event 11,2:04.70,Men,2,2017-02-11,Milo Western Relays,Derman Campbell,8,York Castle High,,,York Castle High
20,,Open,800 Meter Run,Event 11,2:05.93,Men,2,2017-02-11,Milo Western Relays,Dwayne Pinnock,9,Exed Community College,,,EXED
,,Open,800 Meter Run,Event 11,2:06.67,Men,2,2017-02-11,Milo Western Relays,Teahjmar Burke,10,Hydel Group of Schools,,,Hydel High School
13,,Open,800 Meter Run,Event 11,2:08.61,Men,1,2017-02-11,Milo Western Relays,Roshawn Evans,11,B. B. Coke High,,,Bb. Coke
16,,Open,800 Meter Run,Event 11,2:08.80,Men,1,2017-02-11,Milo Western Relays,Clevroye Myles,12,St. James High,,,St. James High
14,,Open,800 Meter Run,Event 11,2:09.67,Men,2,2017-02-11,Milo Western Relays,Calvin Marks,13,Cedric Titus,,,Cedric Titus High
17,,Open,800 Meter Run,Event 11,2:10.44,Men,2,2017-02-11,Milo Western Relays,Stefan Ennis,14,Dinthill Technical High,,,Dinthill
,,Open,800 Meter Run,Event 11,2:10.57,Men,1,2017-02-11,Milo Western Relays,Ceomar Russell,15,Irwin High,,,Irwin High School
15,,Open,800 Meter Run,Event 11,2:15.07,Men,2,2017-02-11,Milo Western Relays,Christopher Morgan,16,B. B. Coke High,,,Bb. Coke
15,,Open,800 Meter Run,Event 11,2:16.40,Men,1,2017-02-11,Milo Western Relays,Okeno Donaldson,17,York Castle High,,,York Castle High
14,,Open,800 Meter Run,Event 11,2:24.41,Men,1,2017-02-11,Milo Western Relays,Llanzo Isaacs,18,Cedric Titus,,,Cedric Titus High
,,Open,800 Meter Run,Event 12,2:19.24,Women,1,2017-02-11,Milo Western Relays,Shanique Masters,1,Hydel Group of Schools,,,Hydel High School
,,Open,800 Meter Run,Event 12,2:23.90,Women,1,2017-02-11,Milo Western Relays,Nickeisha Grant,2,U W I,,,U W I
,,Open,800 Meter Run,Event 12,2:26.24,Women,1,2017-02-11,Milo Western Relays,Zenon Kerr,3,Hydel Group of Schools,,,Hydel High School
,,Open,800 Meter Run,Event 12,2:26.42,Women,2,2017-02-11,Milo Western Relays,Aaliyah Stewart,4,Hydel Group of Schools,,,Hydel High School
17,,Open,800 Meter Run,Event 12,2:28.17,Women,1,2017-02-11,Milo Western Relays,Shana-Kay Housen,5,Dinthill Technical High,,,Dinthill
14,,Open,800 Meter Run,Event 12,2:30.07,Women,2,2017-02-11,Milo Western Relays,Tavarie Campbell,6,Merlene Ottey High,,,Merlene Ottey
13,,Open,800 Meter Run,Event 12,2:30.44,Women,2,2017-02-11,Milo Western Relays,Angeen Gordon,7,Cedric Titus,,,Cedric Titus High
15,,Open,800 Meter Run,Event 12,2:30.86,Women,1,2017-02-11,Milo Western Relays,Kimone Buchanan,8,Rusea's High,,,Ruseas High
14,,Open,800 Meter Run,Event 12,2:34.29,Women,2,2017-02-11,Milo Western Relays,Ashley Campbell,9,Holmwood Technical High,,,Holmwood
15,,Open,800 Meter Run,Event 12,2:36.58,Women,1,2017-02-11,Milo Western Relays,Shantel Beckford,10,B. B. Coke High,,,Bb. Coke
,,Open,800 Meter Run,Event 12,2:36.70,Women,1,2017-02-11,Milo Western Relays,Brianna Reid,11,Petersfield High,,,Petersfield High
13,,Open,800 Meter Run,Event 12,2:37.35,Women,2,2017-02-11,Milo Western Relays,Imani Brown,12,Merlene Ottey High,,,Merlene Ottey
12,,Open,800 Meter Run,Event 12,2:37.82,Women,2,2017-02-11,Milo Western Relays,Dahiemeia Williams,13,Holmwood Technical High,,,Holmwood
15,,Open,800 Meter Run,Event 12,2:49.59,Women,1,2017-02-11,Milo Western Relays,Shannalee Reid,14,Grange Hill High,,,Grange Hill High
,,Open,100 Meter Dash,Event 13,10.33,Men,7,2017-02-11,Milo Western Relays,Colllin King,1,GC Foster College,,1.0,G.C Foster College
,,Open,100 Meter Dash,Event 13,10.36,Men,7,2017-02-11,Milo Western Relays,Oshane Bailey,2,GC Foster College,,1.0,G.C Foster College
,,Open,100 Meter Dash,Event 13,10.40,Men,7,2017-02-11,Milo Western Relays,Javoy Tucker,3,Speed Unit,,1.0,Speed Unit
,,Open,100 Meter Dash,Event 13,10.45,Men,7,2017-02-11,Milo Western Relays,Dushawn Mighty,4,C M I,,1.0,C M I
,,Open,100 Meter Dash,Event 13,10.58,Men,7,2017-02-11,Milo Western Relays,Ajamu Graham,5,UTECH Track,,1.0,Utech Track Club
,,Open,100 Meter Dash,Event 13,10.62,Men,7,2017-02-11,Milo Western Relays,Davion Haye,6,Speed Unit,,1.0,Speed Unit
,,Open,100 Meter Dash,Event 13,10.70,Men,7,2017-02-11,Milo Western Relays,Shamar Brown,7,GC Foster College,,1.0,G.C Foster College
18,,Open,100 Meter Dash,Event 13,10.88,Men,5,2017-02-11,Milo Western Relays,Richard Dixon,8,Dinthill Technical High,,0.6,Dinthill
,,Open,100 Meter Dash,Event 13,10.96,Men,6,2017-02-11,Milo Western Relays,Kemar Green,9,Speed Unit,,1.1,Speed Unit
17,,Open,100 Meter Dash,Event 13,11.06,Men,3,2017-02-11,Milo Western Relays,Dalelon Pearson,10,Irwin High,,0.5,Irwin High School
,,Open,100 Meter Dash,Event 13,11.09,Men,5,2017-02-11,Milo Western Relays,Andre Bent,11,William Knibb Memorial High,,0.6,William Knibb
16,,Open,100 Meter Dash,Event 13,11.17,Men,5,2017-02-11,Milo Western Relays,Seandee Porter,12,Petersfield High,,0.6,Petersfield High
,,Open,100 Meter Dash,Event 13,11.17,Men,6,2017-02-11,Milo Western Relays,Marcus Brown,12,University of Technology,,1.1,Utech
17,,Open,100 Meter Dash,Event 13,11.19,Men,5,2017-02-11,Milo Western Relays,Abdon Campbell,14,Ardenne High,,0.6,Ardenne High
18,,Open,100 Meter Dash,Event 13,11.20,Men,1,2017-02-11,Milo Western Relays,Malique Scott,15,Excelsior High,,+0.0,XLCR
,,Open,100 Meter Dash,Event 13,11.21,Men,6,2017-02-11,Milo Western Relays,Marquis Jones,16,GC Foster College,,1.1,G.C Foster College
16,,Open,100 Meter Dash,Event 13,11.25,Men,2,2017-02-11,Milo Western Relays,Xavya Morgan,17,Rhodes Hall High,,+0.0,Rhodes Hall
15,,Open,100 Meter Dash,Event 13,11.30,Men,5,2017-02-11,Milo Western Relays,Craig Campbell,18,Excelsior High,,0.6,XLCR
,,Open,100 Meter Dash,Event 13,11.30,Men,6,2017-02-11,Milo Western Relays,Ronaldo Howard,18,U W I,,1.1,U W I
,,Open,100 Meter Dash,Event 13,11.32,Men,2,2017-02-11,Milo Western Relays,Oshane Smith,20,Petersfield High,,+0.0,Petersfield High
16,,Open,100 Meter Dash,Event 13,11.34,Men,2,2017-02-11,Milo Western Relays,Tyrece Herbert,21,Petersfield High,,+0.0,Petersfield High
18,,Open,100 Meter Dash,Event 13,11.38,Men,3,2017-02-11,Milo Western Relays,Evon Deer,22,Dinthill Technical High,,0.5,Dinthill
16,,Open,100 Meter Dash,Event 13,11.40,Men,5,2017-02-11,Milo Western Relays,Wesley Nelson,23,Muschett High,,0.6,Muschett High
,,Open,100 Meter Dash,Event 13,11.43,Men,2,2017-02-11,Milo Western Relays,Dwayne Thompson,24,Ardenne High,,+0.0,Ardenne High
,,Open,100 Meter Dash,Event 13,11.44,Men,5,2017-02-11,Milo Western Relays,Timmothi Mcmaster,25,Hydel Group of Schools,,0.6,Hydel High School
17,,Open,100 Meter Dash,Event 13,11.46,Men,4,2017-02-11,Milo Western Relays,Matthew Brown,26,Cornwall College,,3.3,Cornwall College
,,Open,100 Meter Dash,Event 13,11.46,Men,3,2017-02-11,Milo Western Relays,Alicks Davis,26,William Knibb Memorial High,,0.5,William Knibb
14,,Open,100 Meter Dash,Event 13,11.48,Men,2,2017-02-11,Milo Western Relays,Nicholas Campbell,28,York Castle High,,+0.0,York Castle High
,,Open,100 Meter Dash,Event 13,11.48,Men,6,2017-02-11,Milo Western Relays,Andrew Smith,28,U W I,,1.1,U W I
,,Open,100 Meter Dash,Event 13,11.53,Men,6,2017-02-11,Milo Western Relays,Kern Simpson,30,Moneague College,,1.1,Moneague College
,,Open,100 Meter Dash,Event 13,11.58,Men,5,2017-02-11,Milo Western Relays,Rodene Wallace,31,Christiana High,,0.6,Christiana
18,,Open,100 Meter Dash,Event 13,11.65,Men,1,2017-02-11,Milo Western Relays,Tavis Irons,32,Green Island High,,+0.0,Green Island High
,,Open,100 Meter Dash,Event 13,11.68,Men,1,2017-02-11,Milo Western Relays,Orane Fisher,33,Herbert Morrison,,+0.0,Herbert Morrison
17,,Open,100 Meter Dash,Event 13,11.77,Men,4,2017-02-11,Milo Western Relays,Alexander Johnson,34,Dinthill Technical High,,3.3,Dinthill
13,,Open,100 Meter Dash,Event 13,11.78,Men,4,2017-02-11,Milo Western Relays,Rohan Watson,35,York Castle High,,3.3,York Castle High
17,,Open,100 Meter Dash,Event 13,11.81,Men,1,2017-02-11,Milo Western Relays,Dylan Grant,36,St. James High,,+0.0,St. James High
15,,Open,100 Meter Dash,Event 13,11.88,Men,3,2017-02-11,Milo Western Relays,Tyrique Beswick,37,Herbert Morrison,,0.5,Herbert Morrison
15,,Open,100 Meter Dash,Event 13,11.92,Men,1,2017-02-11,Milo Western Relays,Deanroy Coke,38,Irwin High,,+0.0,Irwin High School
17,,Open,100 Meter Dash,Event 13,11.92,Men,4,2017-02-11,Milo Western Relays,Maneesh Vassell,38,Rhodes Hall High,,3.3,Rhodes Hall
16,,Open,100 Meter Dash,Event 13,11.93,Men,1,2017-02-11,Milo Western Relays,Tyrone Smith,40,B. B. Coke High,,+0.0,Bb. Coke
20,,Open,100 Meter Dash,Event 13,12.00,Men,6,2017-02-11,Milo Western Relays,David Minto,41,Unattached,,1.1,Unattached
20,,Open,100 Meter Dash,Event 13,12.01,Men,6,2017-02-11,Milo Western Relays,Shamaurie Savage,42,Exed Community College,,1.1,EXED
14,,Open,100 Meter Dash,Event 13,12.05,Men,4,2017-02-11,Milo Western Relays,Shamier Williamson,43,Claude McKay High,,3.3,Claude McKay
17,,Open,100 Meter Dash,Event 13,12.11,Men,1,2017-02-11,Milo Western Relays,Brandon Morris,44,Frome Technical High,,+0.0,Frome
16,,Open,100 Meter Dash,Event 13,12.12,Men,3,2017-02-11,Milo Western Relays,Tyreek Francis,45,St. James High,,0.5,St. James High
16,,Open,100 Meter Dash,Event 13,12.15,Men,1,2017-02-11,Milo Western Relays,Roshane Gayle,46,Muschett High,,+0.0,Muschett High
16,,Open,100 Meter Dash,Event 13,12.18,Men,3,2017-02-11,Milo Western Relays,Matthew Finnikin,47,Frome Technical High,,0.5,Frome
15,,Open,100 Meter Dash,Event 13,12.36,Men,2,2017-02-11,Milo Western Relays,Obere Reid,48,Holland High,,+0.0,Holland High School
15,,Open,100 Meter Dash,Event 13,12.41,Men,2,2017-02-11,Milo Western Relays,Alex Green,49,Knockalva Technical,,+0.0,Knockalva
16,,Open,100 Meter Dash,Event 13,12.58,Men,3,2017-02-11,Milo Western Relays,Akai Thorpe,50,B. B. Coke High,,0.5,Bb. Coke
,,Open,100 Meter Dash,Event 13,12.62,Men,4,2017-02-11,Milo Western Relays,Orlando Chambers,51,Merlene Ottey High,,3.3,Merlene Ottey
15,,Open,100 Meter Dash,Event 13,12.62,Men,3,2017-02-11,Milo Western Relays,Markell Walker,51,Knockalva Technical,,0.5,Knockalva
,,Open,100 Meter Dash,Event 13,12.65,Men,4,2017-02-11,Milo Western Relays,Dangoli Spence,53,Holland High,,3.3,Holland High School
13,,Open,100 Meter Dash,Event 13,12.94,Men,2,2017-02-11,Milo Western Relays,Shavayn Lewis,54,Merlene Ottey High,,+0.0,Merlene Ottey
13,,Open,100 Meter Dash,Event 13,13.25,Men,4,2017-02-11,Milo Western Relays,Christopher Gibbs,55,Cedric Titus,,3.3,Cedric Titus High
,,Open,100 Meter Dash,Event 13,14.87,Men,7,2017-02-11,Milo Western Relays,Nicholas Hewitt,56,Moneague College,,1.0,Moneague College
,,Open,100 Meter Dash,Event 14,11.93,Women,1,2017-02-11,Milo Western Relays,Kimba Nelson,1,Mt. Alvernia High,,-0.7,Mount Alvernia
18,,Open,100 Meter Dash,Event 14,12.06,Women,1,2017-02-11,Milo Western Relays,Kimone Hines,2,Green Island High,,-0.7,Green Island High
17,,Open,100 Meter Dash,Event 14,12.17,Women,2,2017-02-11,Milo Western Relays,Tamia Campbell,3,Edwin Allen High,,2.3,Edwin Allen
,,Open,100 Meter Dash,Event 14,12.28,Women,4,2017-02-11,Milo Western Relays,Roneisha Mcgregor,4,Hydel Group of Schools,,1.2,Hydel High School
,,Open,100 Meter Dash,Event 14,12.33,Women,2,2017-02-11,Milo Western Relays,Soyinne Greyion,5,Mt. Alvernia High,,2.3,Mount Alvernia
13,,Open,100 Meter Dash,Event 14,12.38,Women,1,2017-02-11,Milo Western Relays,Brandy Hall,6,Edwin Allen High,,-0.7,Edwin Allen
17,,Open,100 Meter Dash,Event 14,12.41,Women,1,2017-02-11,Milo Western Relays,Kishauna Smith,7,Herbert Morrison,,-0.7,Herbert Morrison
,,Open,100 Meter Dash,Event 14,12.45,Women,2,2017-02-11,Milo Western Relays,Debra Wallace,8,Herbert Morrison,,2.3,Herbert Morrison
17,,Open,100 Meter Dash,Event 14,12.45,Women,2,2017-02-11,Milo Western Relays,Angielee Jackson,8,Green Island High,,2.3,Green Island High
,,Open,100 Meter Dash,Event 14,12.46,Women,4,2017-02-11,Milo Western Relays,Shereca Hemmings,10,MVP Track Club,,1.2,MVP
,,Open,100 Meter Dash,Event 14,12.54,Women,2,2017-02-11,Milo Western Relays,Omelia Stanley,11,Hydel Group of Schools,,2.3,Hydel High School
,,Open,100 Meter Dash,Event 14,12.58,Women,4,2017-02-11,Milo Western Relays,Xian-George Reid,12,U W I,,1.2,U W I
,,Open,100 Meter Dash,Event 14,12.59,Women,4,2017-02-11,Milo Western Relays,Melissa Fletcher,13,U W I,,1.2,U W I
12,,Open,100 Meter Dash,Event 14,12.61,Women,3,2017-02-11,Milo Western Relays,Dibjorn Brown,14,Holmwood Technical High,,0.7,Holmwood
